Category,Slot,Name,Tier,Rarity,Damage,Defense,HP,Speed
Warrior's Forge,PLATE_CAPE,Plate Cape,7,Excellent,693,0,0,57.8%
Warrior's Forge,PLATE_CAPE,Plate Cape,7,Masterpiece,738,0,0,61.5%
Warrior's Forge,PLATE_CAPE,Plate Cape,8,Normal,648,0,0,54.0%
Warrior's Forge,PLATE_CAPE,Plate Cape,8,Good,693,0,0,57.8%
Warrior's Forge,PLATE_CAPE,Plate Cape,8,Outstanding,738,0,0,61.5%
Warrior's Forge,PLATE_CAPE,Plate Cape,8,Excellent,783,0,0,65.3%
Warrior's Forge,PLATE_CAPE,Plate Cape,8,Masterpiece,828,0,0,69.0%
Warrior's Forge,PLATE_CAPE,Plate Cape,9,Normal,738,0,0,61.5%
Warrior's Forge,PLATE_CAPE,Plate Cape,9,Good,783,0,0,65.3%
Warrior's Forge,PLATE_CAPE,Plate Cape,9,Outstanding,828,0,0,69.0%
Warrior's Forge,PLATE_CAPE,Plate Cape,9,Excellent,873,0,0,72.8%
Warrior's Forge,PLATE_CAPE,Plate Cape,9,Masterpiece,918,0,0,76.5%
Warrior's Forge,PLATE_CAPE,Plate Cape,10,Normal,828,0,0,69.0%
Warrior's Forge,PLATE_CAPE,Plate Cape,10,Good,873,0,0,72.8%
Warrior's Forge,PLATE_CAPE,Plate Cape,10,Outstanding,918,0,0,76.5%
Warrior's Forge,PLATE_CAPE,Plate Cape,10,Excellent,963,0,0,80.3%
Warrior's Forge,PLATE_CAPE,Plate Cape,10,Masterpiece,1008,0,0,84.0%
