"Rune ID","Name","Tier","Stars","Activity","Effect Type","Bonus Value (%)","Description"
"T7_RUNE_FIBER_SPEED_1STAR","T7 Fiber Rune of Auto-Refine (1 Star)",7,1,"Fiber","Auto-Refine",15,"Chance to automatically refine gathered materials by 15%"
"T7_RUNE_FIBER_SPEED_2STAR","T7 Fiber Rune of Auto-Refine (2 Star)",7,2,"Fiber","Auto-Refine",16,"Chance to automatically refine gathered materials by 16%"
"T7_RUNE_FIBER_SPEED_3STAR","T7 Fiber Rune of Auto-Refine (3 Star)",7,3,"Fiber","Auto-Refine",17,"Chance to automatically refine gathered materials by 17%"
"T8_RUNE_FIBER_SPEED_1STAR","T8 Fiber Rune of Auto-Refine (1 Star)",8,1,"Fiber","Auto-Refine",18,"Chance to automatically refine gathered materials by 18%"
"T8_RUNE_FIBER_SPEED_2STAR","T8 Fiber Rune of Auto-Refine (2 Star)",8,2,"Fiber","Auto-Refine",19,"Chance to automatically refine gathered materials by 19%"
"T8_RUNE_FIBER_SPEED_3STAR","T8 Fiber Rune of Auto-Refine (3 Star)",8,3,"Fiber","Auto-Refine",20,"Chance to automatically refine gathered materials by 20%"
"T9_RUNE_FIBER_SPEED_1STAR","T9 Fiber Rune of Auto-Refine (1 Star)",9,1,"Fiber","Auto-Refine",20,"Chance to automatically refine gathered materials by 20%"
"T9_RUNE_FIBER_SPEED_2STAR","T9 Fiber Rune of Auto-Refine (2 Star)",9,2,"Fiber","Auto-Refine",21,"Chance to automatically refine gathered materials by 21%"
"T9_RUNE_FIBER_SPEED_3STAR","T9 Fiber Rune of Auto-Refine (3 Star)",9,3,"Fiber","Auto-Refine",22,"Chance to automatically refine gathered materials by 22%"
"T10_RUNE_FIBER_SPEED_1STAR","T10 Fiber Rune of Auto-Refine (1 Star)",10,1,"Fiber","Auto-Refine",23,"Chance to automatically refine gathered materials by 23%"
"T10_RUNE_FIBER_SPEED_2STAR","T10 Fiber Rune of Auto-Refine (2 Star)",10,2,"Fiber","Auto-Refine",24,"Chance to automatically refine gathered materials by 24%"
"T10_RUNE_FIBER_SPEED_3STAR","T10 Fiber Rune of Auto-Refine (3 Star)",10,3,"Fiber","Auto-Refine",25,"Chance to automatically refine gathered materials by 25%"
"T1_RUNE_HERB_XP_1STAR","T1 Herbalism Rune of XP (1 Star)",1,1,"Herbalism","XP",1,"Increases Herbalism XP by 1%"
"T1_RUNE_HERB_XP_2STAR","T1 Herbalism Rune of XP (2 Star)",1,2,"Herbalism","XP",3,"Increases Herbalism XP by 3%"
"T1_RUNE_HERB_XP_3STAR","T1 Herbalism Rune of XP (3 Star)",1,3,"Herbalism","XP",5,"Increases Herbalism XP by 5%"
"T2_RUNE_HERB_XP_1STAR","T2 Herbalism Rune of XP (1 Star)",2,1,"Herbalism","XP",6,"Increases Herbalism XP by 6%"
"T2_RUNE_HERB_XP_2STAR","T2 Herbalism Rune of XP (2 Star)",2,2,"Herbalism","XP",8,"Increases Herbalism XP by 8%"
"T2_RUNE_HERB_XP_3STAR","T2 Herbalism Rune of XP (3 Star)",2,3,"Herbalism","XP",10,"Increases Herbalism XP by 10%"
"T3_RUNE_HERB_XP_1STAR","T3 Herbalism Rune of XP (1 Star)",3,1,"Herbalism","XP",11,"Increases Herbalism XP by 11%"
"T3_RUNE_HERB_XP_2STAR","T3 Herbalism Rune of XP (2 Star)",3,2,"Herbalism","XP",13,"Increases Herbalism XP by 13%"
"T3_RUNE_HERB_XP_3STAR","T3 Herbalism Rune of XP (3 Star)",3,3,"Herbalism","XP",15,"Increases Herbalism XP by 15%"
"T4_RUNE_HERB_XP_1STAR","T4 Herbalism Rune of XP (1 Star)",4,1,"Herbalism","XP",16,"Increases Herbalism XP by 16%"
"T4_RUNE_HERB_XP_2STAR","T4 Herbalism Rune of XP (2 Star)",4,2,"Herbalism","XP",18,"Increases Herbalism XP by 18%"
"T4_RUNE_HERB_XP_3STAR","T4 Herbalism Rune of XP (3 Star)",4,3,"Herbalism","XP",20,"Increases Herbalism XP by 20%"
"T5_RUNE_HERB_XP_1STAR","T5 Herbalism Rune of XP (1 Star)",5,1,"Herbalism","XP",21,"Increases Herbalism XP by 21%"
"T5_RUNE_HERB_XP_2STAR","T5 Herbalism Rune of XP (2 Star)",5,2,"Herbalism","XP",23,"Increases Herbalism XP by 23%"
"T5_RUNE_HERB_XP_3STAR","T5 Herbalism Rune of XP (3 Star)",5,3,"Herbalism","XP",25,"Increases Herbalism XP by 25%"
"T6_RUNE_HERB_XP_1STAR","T6 Herbalism Rune of XP (1 Star)",6,1,"Herbalism","XP",26,"Increases Herbalism XP by 26%"
"T6_RUNE_HERB_XP_2STAR","T6 Herbalism Rune of XP (2 Star)",6,2,"Herbalism","XP",28,"Increases Herbalism XP by 28%"
"T6_RUNE_HERB_XP_3STAR","T6 Herbalism Rune of XP (3 Star)",6,3,"Herbalism","XP",30,"Increases Herbalism XP by 30%"
"T7_RUNE_HERB_XP_1STAR","T7 Herbalism Rune of XP (1 Star)",7,1,"Herbalism","XP",31,"Increases Herbalism XP by 31%"
"T7_RUNE_HERB_XP_2STAR","T7 Herbalism Rune of XP (2 Star)",7,2,"Herbalism","XP",33,"Increases Herbalism XP by 33%"
"T7_RUNE_HERB_XP_3STAR","T7 Herbalism Rune of XP (3 Star)",7,3,"Herbalism","XP",35,"Increases Herbalism XP by 35%"
"T8_RUNE_HERB_XP_1STAR","T8 Herbalism Rune of XP (1 Star)",8,1,"Herbalism","XP",36,"Increases Herbalism XP by 36%"
"T8_RUNE_HERB_XP_2STAR","T8 Herbalism Rune of XP (2 Star)",8,2,"Herbalism","XP",38,"Increases Herbalism XP by 38%"
"T8_RUNE_HERB_XP_3STAR","T8 Herbalism Rune of XP (3 Star)",8,3,"Herbalism","XP",40,"Increases Herbalism XP by 40%"
"T9_RUNE_HERB_XP_1STAR","T9 Herbalism Rune of XP (1 Star)",9,1,"Herbalism","XP",41,"Increases Herbalism XP by 41%"
"T9_RUNE_HERB_XP_2STAR","T9 Herbalism Rune of XP (2 Star)",9,2,"Herbalism","XP",43,"Increases Herbalism XP by 43%"
"T9_RUNE_HERB_XP_3STAR","T9 Herbalism Rune of XP (3 Star)",9,3,"Herbalism","XP",45,"Increases Herbalism XP by 45%"
"T10_RUNE_HERB_XP_1STAR","T10 Herbalism Rune of XP (1 Star)",10,1,"Herbalism","XP",46,"Increases Herbalism XP by 46%"
"T10_RUNE_HERB_XP_2STAR","T10 Herbalism Rune of XP (2 Star)",10,2,"Herbalism","XP",48,"Increases Herbalism XP by 48%"
"T10_RUNE_HERB_XP_3STAR","T10 Herbalism Rune of XP (3 Star)",10,3,"Herbalism","XP",50,"Increases Herbalism XP by 50%"
"T1_RUNE_HERB_COPY_1STAR","T1 Herbalism Rune of Duplication (1 Star)",1,1,"Herbalism","Duplication",1,"Increases Herbalism Duplication by 1%"
"T1_RUNE_HERB_COPY_2STAR","T1 Herbalism Rune of Duplication (2 Star)",1,2,"Herbalism","Duplication",3,"Increases Herbalism Duplication by 3%"
"T1_RUNE_HERB_COPY_3STAR","T1 Herbalism Rune of Duplication (3 Star)",1,3,"Herbalism","Duplication",5,"Increases Herbalism Duplication by 5%"
"T2_RUNE_HERB_COPY_1STAR","T2 Herbalism Rune of Duplication (1 Star)",2,1,"Herbalism","Duplication",6,"Increases Herbalism Duplication by 6%"
"T2_RUNE_HERB_COPY_2STAR","T2 Herbalism Rune of Duplication (2 Star)",2,2,"Herbalism","Duplication",8,"Increases Herbalism Duplication by 8%"
"T2_RUNE_HERB_COPY_3STAR","T2 Herbalism Rune of Duplication (3 Star)",2,3,"Herbalism","Duplication",10,"Increases Herbalism Duplication by 10%"
"T3_RUNE_HERB_COPY_1STAR","T3 Herbalism Rune of Duplication (1 Star)",3,1,"Herbalism","Duplication",11,"Increases Herbalism Duplication by 11%"
"T3_RUNE_HERB_COPY_2STAR","T3 Herbalism Rune of Duplication (2 Star)",3,2,"Herbalism","Duplication",13,"Increases Herbalism Duplication by 13%"
"T3_RUNE_HERB_COPY_3STAR","T3 Herbalism Rune of Duplication (3 Star)",3,3,"Herbalism","Duplication",15,"Increases Herbalism Duplication by 15%"
"T4_RUNE_HERB_COPY_1STAR","T4 Herbalism Rune of Duplication (1 Star)",4,1,"Herbalism","Duplication",16,"Increases Herbalism Duplication by 16%"
"T4_RUNE_HERB_COPY_2STAR","T4 Herbalism Rune of Duplication (2 Star)",4,2,"Herbalism","Duplication",18,"Increases Herbalism Duplication by 18%"
"T4_RUNE_HERB_COPY_3STAR","T4 Herbalism Rune of Duplication (3 Star)",4,3,"Herbalism","Duplication",20,"Increases Herbalism Duplication by 20%"
"T5_RUNE_HERB_COPY_1STAR","T5 Herbalism Rune of Duplication (1 Star)",5,1,"Herbalism","Duplication",21,"Increases Herbalism Duplication by 21%"
"T5_RUNE_HERB_COPY_2STAR","T5 Herbalism Rune of Duplication (2 Star)",5,2,"Herbalism","Duplication",23,"Increases Herbalism Duplication by 23%"
"T5_RUNE_HERB_COPY_3STAR","T5 Herbalism Rune of Duplication (3 Star)",5,3,"Herbalism","Duplication",25,"Increases Herbalism Duplication by 25%"
"T6_RUNE_HERB_COPY_1STAR","T6 Herbalism Rune of Duplication (1 Star)",6,1,"Herbalism","Duplication",26,"Increases Herbalism Duplication by 26%"
"T6_RUNE_HERB_COPY_2STAR","T6 Herbalism Rune of Duplication (2 Star)",6,2,"Herbalism","Duplication",28,"Increases Herbalism Duplication by 28%"
"T6_RUNE_HERB_COPY_3STAR","T6 Herbalism Rune of Duplication (3 Star)",6,3,"Herbalism","Duplication",30,"Increases Herbalism Duplication by 30%"
"T7_RUNE_HERB_COPY_1STAR","T7 Herbalism Rune of Duplication (1 Star)",7,1,"Herbalism","Duplication",31,"Increases Herbalism Duplication by 31%"
"T7_RUNE_HERB_COPY_2STAR","T7 Herbalism Rune of Duplication (2 Star)",7,2,"Herbalism","Duplication",33,"Increases Herbalism Duplication by 33%"
"T7_RUNE_HERB_COPY_3STAR","T7 Herbalism Rune of Duplication (3 Star)",7,3,"Herbalism","Duplication",35,"Increases Herbalism Duplication by 35%"
"T8_RUNE_HERB_COPY_1STAR","T8 Herbalism Rune of Duplication (1 Star)",8,1,"Herbalism","Duplication",36,"Increases Herbalism Duplication by 36%"
"T8_RUNE_HERB_COPY_2STAR","T8 Herbalism Rune of Duplication (2 Star)",8,2,"Herbalism","Duplication",38,"Increases Herbalism Duplication by 38%"
"T8_RUNE_HERB_COPY_3STAR","T8 Herbalism Rune of Duplication (3 Star)",8,3,"Herbalism","Duplication",40,"Increases Herbalism Duplication by 40%"
"T9_RUNE_HERB_COPY_1STAR","T9 Herbalism Rune of Duplication (1 Star)",9,1,"Herbalism","Duplication",41,"Increases Herbalism Duplication by 41%"
"T9_RUNE_HERB_COPY_2STAR","T9 Herbalism Rune of Duplication (2 Star)",9,2,"Herbalism","Duplication",43,"Increases Herbalism Duplication by 43%"
"T9_RUNE_HERB_COPY_3STAR","T9 Herbalism Rune of Duplication (3 Star)",9,3,"Herbalism","Duplication",45,"Increases Herbalism Duplication by 45%"
"T10_RUNE_HERB_COPY_1STAR","T10 Herbalism Rune of Duplication (1 Star)",10,1,"Herbalism","Duplication",46,"Increases Herbalism Duplication by 46%"
"T10_RUNE_HERB_COPY_2STAR","T10 Herbalism Rune of Duplication (2 Star)",10,2,"Herbalism","Duplication",48,"Increases Herbalism Duplication by 48%"
"T10_RUNE_HERB_COPY_3STAR","T10 Herbalism Rune of Duplication (3 Star)",10,3,"Herbalism","Duplication",50,"Increases Herbalism Duplication by 50%"
"T1_RUNE_HERB_SPEED_1STAR","T1 Herbalism Rune of Auto-Refine (1 Star)",1,1,"Herbalism","Auto-Refine",1,"Chance to automatically refine gathered materials by 1%"
"T1_RUNE_HERB_SPEED_2STAR","T1 Herbalism Rune of Auto-Refine (2 Star)",1,2,"Herbalism","Auto-Refine",1,"Chance to automatically refine gathered materials by 1%"
"T1_RUNE_HERB_SPEED_3STAR","T1 Herbalism Rune of Auto-Refine (3 Star)",1,3,"Herbalism","Auto-Refine",2,"Chance to automatically refine gathered materials by 2%"
"T2_RUNE_HERB_SPEED_1STAR","T2 Herbalism Rune of Auto-Refine (1 Star)",2,1,"Herbalism","Auto-Refine",3,"Chance to automatically refine gathered materials by 3%"
"T2_RUNE_HERB_SPEED_2STAR","T2 Herbalism Rune of Auto-Refine (2 Star)",2,2,"Herbalism","Auto-Refine",4,"Chance to automatically refine gathered materials by 4%"
"T2_RUNE_HERB_SPEED_3STAR","T2 Herbalism Rune of Auto-Refine (3 Star)",2,3,"Herbalism","Auto-Refine",5,"Chance to automatically refine gathered materials by 5%"
"T3_RUNE_HERB_SPEED_1STAR","T3 Herbalism Rune of Auto-Refine (1 Star)",3,1,"Herbalism","Auto-Refine",5,"Chance to automatically refine gathered materials by 5%"
"T3_RUNE_HERB_SPEED_2STAR","T3 Herbalism Rune of Auto-Refine (2 Star)",3,2,"Herbalism","Auto-Refine",6,"Chance to automatically refine gathered materials by 6%"
"T3_RUNE_HERB_SPEED_3STAR","T3 Herbalism Rune of Auto-Refine (3 Star)",3,3,"Herbalism","Auto-Refine",7,"Chance to automatically refine gathered materials by 7%"
"T4_RUNE_HERB_SPEED_1STAR","T4 Herbalism Rune of Auto-Refine (1 Star)",4,1,"Herbalism","Auto-Refine",8,"Chance to automatically refine gathered materials by 8%"
"T4_RUNE_HERB_SPEED_2STAR","T4 Herbalism Rune of Auto-Refine (2 Star)",4,2,"Herbalism","Auto-Refine",9,"Chance to automatically refine gathered materials by 9%"
"T4_RUNE_HERB_SPEED_3STAR","T4 Herbalism Rune of Auto-Refine (3 Star)",4,3,"Herbalism","Auto-Refine",10,"Chance to automatically refine gathered materials by 10%"
"T5_RUNE_HERB_SPEED_1STAR","T5 Herbalism Rune of Auto-Refine (1 Star)",5,1,"Herbalism","Auto-Refine",10,"Chance to automatically refine gathered materials by 10%"
"T5_RUNE_HERB_SPEED_2STAR","T5 Herbalism Rune of Auto-Refine (2 Star)",5,2,"Herbalism","Auto-Refine",11,"Chance to automatically refine gathered materials by 11%"
"T5_RUNE_HERB_SPEED_3STAR","T5 Herbalism Rune of Auto-Refine (3 Star)",5,3,"Herbalism","Auto-Refine",12,"Chance to automatically refine gathered materials by 12%"
"T6_RUNE_HERB_SPEED_1STAR","T6 Herbalism Rune of Auto-Refine (1 Star)",6,1,"Herbalism","Auto-Refine",13,"Chance to automatically refine gathered materials by 13%"
"T6_RUNE_HERB_SPEED_2STAR","T6 Herbalism Rune of Auto-Refine (2 Star)",6,2,"Herbalism","Auto-Refine",14,"Chance to automatically refine gathered materials by 14%"
"T6_RUNE_HERB_SPEED_3STAR","T6 Herbalism Rune of Auto-Refine (3 Star)",6,3,"Herbalism","Auto-Refine",15,"Chance to automatically refine gathered materials by 15%"
"T7_RUNE_HERB_SPEED_1STAR","T7 Herbalism Rune of Auto-Refine (1 Star)",7,1,"Herbalism","Auto-Refine",15,"Chance to automatically refine gathered materials by 15%"
"T7_RUNE_HERB_SPEED_2STAR","T7 Herbalism Rune of Auto-Refine (2 Star)",7,2,"Herbalism","Auto-Refine",16,"Chance to automatically refine gathered materials by 16%"
"T7_RUNE_HERB_SPEED_3STAR","T7 Herbalism Rune of Auto-Refine (3 Star)",7,3,"Herbalism","Auto-Refine",17,"Chance to automatically refine gathered materials by 17%"
"T8_RUNE_HERB_SPEED_1STAR","T8 Herbalism Rune of Auto-Refine (1 Star)",8,1,"Herbalism","Auto-Refine",18,"Chance to automatically refine gathered materials by 18%"
"T8_RUNE_HERB_SPEED_2STAR","T8 Herbalism Rune of Auto-Refine (2 Star)",8,2,"Herbalism","Auto-Refine",19,"Chance to automatically refine gathered materials by 19%"
"T8_RUNE_HERB_SPEED_3STAR","T8 Herbalism Rune of Auto-Refine (3 Star)",8,3,"Herbalism","Auto-Refine",20,"Chance to automatically refine gathered materials by 20%"
"T9_RUNE_HERB_SPEED_1STAR","T9 Herbalism Rune of Auto-Refine (1 Star)",9,1,"Herbalism","Auto-Refine",20,"Chance to automatically refine gathered materials by 20%"
"T9_RUNE_HERB_SPEED_2STAR","T9 Herbalism Rune of Auto-Refine (2 Star)",9,2,"Herbalism","Auto-Refine",21,"Chance to automatically refine gathered materials by 21%"
"T9_RUNE_HERB_SPEED_3STAR","T9 Herbalism Rune of Auto-Refine (3 Star)",9,3,"Herbalism","Auto-Refine",22,"Chance to automatically refine gathered materials by 22%"
"T10_RUNE_HERB_SPEED_1STAR","T10 Herbalism Rune of Auto-Refine (1 Star)",10,1,"Herbalism","Auto-Refine",23,"Chance to automatically refine gathered materials by 23%"
"T10_RUNE_HERB_SPEED_2STAR","T10 Herbalism Rune of Auto-Refine (2 Star)",10,2,"Herbalism","Auto-Refine",24,"Chance to automatically refine gathered materials by 24%"
"T10_RUNE_HERB_SPEED_3STAR","T10 Herbalism Rune of Auto-Refine (3 Star)",10,3,"Herbalism","Auto-Refine",25,"Chance to automatically refine gathered materials by 25%"
"T1_RUNE_FISH_XP_1STAR","T1 Fishing Rune of XP (1 Star)",1,1,"Fishing","XP",1,"Increases Fishing XP by 1%"
"T1_RUNE_FISH_XP_2STAR","T1 Fishing Rune of XP (2 Star)",1,2,"Fishing","XP",3,"Increases Fishing XP by 3%"
"T1_RUNE_FISH_XP_3STAR","T1 Fishing Rune of XP (3 Star)",1,3,"Fishing","XP",5,"Increases Fishing XP by 5%"
"T2_RUNE_FISH_XP_1STAR","T2 Fishing Rune of XP (1 Star)",2,1,"Fishing","XP",6,"Increases Fishing XP by 6%"
"T2_RUNE_FISH_XP_2STAR","T2 Fishing Rune of XP (2 Star)",2,2,"Fishing","XP",8,"Increases Fishing XP by 8%"
"T2_RUNE_FISH_XP_3STAR","T2 Fishing Rune of XP (3 Star)",2,3,"Fishing","XP",10,"Increases Fishing XP by 10%"
"T3_RUNE_FISH_XP_1STAR","T3 Fishing Rune of XP (1 Star)",3,1,"Fishing","XP",11,"Increases Fishing XP by 11%"
"T3_RUNE_FISH_XP_2STAR","T3 Fishing Rune of XP (2 Star)",3,2,"Fishing","XP",13,"Increases Fishing XP by 13%"
"T3_RUNE_FISH_XP_3STAR","T3 Fishing Rune of XP (3 Star)",3,3,"Fishing","XP",15,"Increases Fishing XP by 15%"
"T4_RUNE_FISH_XP_1STAR","T4 Fishing Rune of XP (1 Star)",4,1,"Fishing","XP",16,"Increases Fishing XP by 16%"
"T4_RUNE_FISH_XP_2STAR","T4 Fishing Rune of XP (2 Star)",4,2,"Fishing","XP",18,"Increases Fishing XP by 18%"
"T4_RUNE_FISH_XP_3STAR","T4 Fishing Rune of XP (3 Star)",4,3,"Fishing","XP",20,"Increases Fishing XP by 20%"
"T5_RUNE_FISH_XP_1STAR","T5 Fishing Rune of XP (1 Star)",5,1,"Fishing","XP",21,"Increases Fishing XP by 21%"
"T5_RUNE_FISH_XP_2STAR","T5 Fishing Rune of XP (2 Star)",5,2,"Fishing","XP",23,"Increases Fishing XP by 23%"
"T5_RUNE_FISH_XP_3STAR","T5 Fishing Rune of XP (3 Star)",5,3,"Fishing","XP",25,"Increases Fishing XP by 25%"
"T6_RUNE_FISH_XP_1STAR","T6 Fishing Rune of XP (1 Star)",6,1,"Fishing","XP",26,"Increases Fishing XP by 26%"
"T6_RUNE_FISH_XP_2STAR","T6 Fishing Rune of XP (2 Star)",6,2,"Fishing","XP",28,"Increases Fishing XP by 28%"
"T6_RUNE_FISH_XP_3STAR","T6 Fishing Rune of XP (3 Star)",6,3,"Fishing","XP",30,"Increases Fishing XP by 30%"
"T7_RUNE_FISH_XP_1STAR","T7 Fishing Rune of XP (1 Star)",7,1,"Fishing","XP",31,"Increases Fishing XP by 31%"
"T7_RUNE_FISH_XP_2STAR","T7 Fishing Rune of XP (2 Star)",7,2,"Fishing","XP",33,"Increases Fishing XP by 33%"
"T7_RUNE_FISH_XP_3STAR","T7 Fishing Rune of XP (3 Star)",7,3,"Fishing","XP",35,"Increases Fishing XP by 35%"
"T8_RUNE_FISH_XP_1STAR","T8 Fishing Rune of XP (1 Star)",8,1,"Fishing","XP",36,"Increases Fishing XP by 36%"
"T8_RUNE_FISH_XP_2STAR","T8 Fishing Rune of XP (2 Star)",8,2,"Fishing","XP",38,"Increases Fishing XP by 38%"
"T8_RUNE_FISH_XP_3STAR","T8 Fishing Rune of XP (3 Star)",8,3,"Fishing","XP",40,"Increases Fishing XP by 40%"
"T9_RUNE_FISH_XP_1STAR","T9 Fishing Rune of XP (1 Star)",9,1,"Fishing","XP",41,"Increases Fishing XP by 41%"
"T9_RUNE_FISH_XP_2STAR","T9 Fishing Rune of XP (2 Star)",9,2,"Fishing","XP",43,"Increases Fishing XP by 43%"
"T9_RUNE_FISH_XP_3STAR","T9 Fishing Rune of XP (3 Star)",9,3,"Fishing","XP",45,"Increases Fishing XP by 45%"
"T10_RUNE_FISH_XP_1STAR","T10 Fishing Rune of XP (1 Star)",10,1,"Fishing","XP",46,"Increases Fishing XP by 46%"
"T10_RUNE_FISH_XP_2STAR","T10 Fishing Rune of XP (2 Star)",10,2,"Fishing","XP",48,"Increases Fishing XP by 48%"
"T10_RUNE_FISH_XP_3STAR","T10 Fishing Rune of XP (3 Star)",10,3,"Fishing","XP",50,"Increases Fishing XP by 50%"
"T1_RUNE_FISH_COPY_1STAR","T1 Fishing Rune of Duplication (1 Star)",1,1,"Fishing","Duplication",1,"Increases Fishing Duplication by 1%"
"T1_RUNE_FISH_COPY_2STAR","T1 Fishing Rune of Duplication (2 Star)",1,2,"Fishing","Duplication",3,"Increases Fishing Duplication by 3%"
"T1_RUNE_FISH_COPY_3STAR","T1 Fishing Rune of Duplication (3 Star)",1,3,"Fishing","Duplication",5,"Increases Fishing Duplication by 5%"
"T2_RUNE_FISH_COPY_1STAR","T2 Fishing Rune of Duplication (1 Star)",2,1,"Fishing","Duplication",6,"Increases Fishing Duplication by 6%"
"T2_RUNE_FISH_COPY_2STAR","T2 Fishing Rune of Duplication (2 Star)",2,2,"Fishing","Duplication",8,"Increases Fishing Duplication by 8%"
"T2_RUNE_FISH_COPY_3STAR","T2 Fishing Rune of Duplication (3 Star)",2,3,"Fishing","Duplication",10,"Increases Fishing Duplication by 10%"
"T3_RUNE_FISH_COPY_1STAR","T3 Fishing Rune of Duplication (1 Star)",3,1,"Fishing","Duplication",11,"Increases Fishing Duplication by 11%"
"T3_RUNE_FISH_COPY_2STAR","T3 Fishing Rune of Duplication (2 Star)",3,2,"Fishing","Duplication",13,"Increases Fishing Duplication by 13%"
"T3_RUNE_FISH_COPY_3STAR","T3 Fishing Rune of Duplication (3 Star)",3,3,"Fishing","Duplication",15,"Increases Fishing Duplication by 15%"
"T4_RUNE_FISH_COPY_1STAR","T4 Fishing Rune of Duplication (1 Star)",4,1,"Fishing","Duplication",16,"Increases Fishing Duplication by 16%"
"T4_RUNE_FISH_COPY_2STAR","T4 Fishing Rune of Duplication (2 Star)",4,2,"Fishing","Duplication",18,"Increases Fishing Duplication by 18%"
"T4_RUNE_FISH_COPY_3STAR","T4 Fishing Rune of Duplication (3 Star)",4,3,"Fishing","Duplication",20,"Increases Fishing Duplication by 20%"
"T5_RUNE_FISH_COPY_1STAR","T5 Fishing Rune of Duplication (1 Star)",5,1,"Fishing","Duplication",21,"Increases Fishing Duplication by 21%"
"T5_RUNE_FISH_COPY_2STAR","T5 Fishing Rune of Duplication (2 Star)",5,2,"Fishing","Duplication",23,"Increases Fishing Duplication by 23%"
"T5_RUNE_FISH_COPY_3STAR","T5 Fishing Rune of Duplication (3 Star)",5,3,"Fishing","Duplication",25,"Increases Fishing Duplication by 25%"
"T6_RUNE_FISH_COPY_1STAR","T6 Fishing Rune of Duplication (1 Star)",6,1,"Fishing","Duplication",26,"Increases Fishing Duplication by 26%"
"T6_RUNE_FISH_COPY_2STAR","T6 Fishing Rune of Duplication (2 Star)",6,2,"Fishing","Duplication",28,"Increases Fishing Duplication by 28%"
"T6_RUNE_FISH_COPY_3STAR","T6 Fishing Rune of Duplication (3 Star)",6,3,"Fishing","Duplication",30,"Increases Fishing Duplication by 30%"
"T7_RUNE_FISH_COPY_1STAR","T7 Fishing Rune of Duplication (1 Star)",7,1,"Fishing","Duplication",31,"Increases Fishing Duplication by 31%"
"T7_RUNE_FISH_COPY_2STAR","T7 Fishing Rune of Duplication (2 Star)",7,2,"Fishing","Duplication",33,"Increases Fishing Duplication by 33%"
"T7_RUNE_FISH_COPY_3STAR","T7 Fishing Rune of Duplication (3 Star)",7,3,"Fishing","Duplication",35,"Increases Fishing Duplication by 35%"
"T8_RUNE_FISH_COPY_1STAR","T8 Fishing Rune of Duplication (1 Star)",8,1,"Fishing","Duplication",36,"Increases Fishing Duplication by 36%"
"T8_RUNE_FISH_COPY_2STAR","T8 Fishing Rune of Duplication (2 Star)",8,2,"Fishing","Duplication",38,"Increases Fishing Duplication by 38%"
"T8_RUNE_FISH_COPY_3STAR","T8 Fishing Rune of Duplication (3 Star)",8,3,"Fishing","Duplication",40,"Increases Fishing Duplication by 40%"
"T9_RUNE_FISH_COPY_1STAR","T9 Fishing Rune of Duplication (1 Star)",9,1,"Fishing","Duplication",41,"Increases Fishing Duplication by 41%"
"T9_RUNE_FISH_COPY_2STAR","T9 Fishing Rune of Duplication (2 Star)",9,2,"Fishing","Duplication",43,"Increases Fishing Duplication by 43%"
"T9_RUNE_FISH_COPY_3STAR","T9 Fishing Rune of Duplication (3 Star)",9,3,"Fishing","Duplication",45,"Increases Fishing Duplication by 45%"
"T10_RUNE_FISH_COPY_1STAR","T10 Fishing Rune of Duplication (1 Star)",10,1,"Fishing","Duplication",46,"Increases Fishing Duplication by 46%"
"T10_RUNE_FISH_COPY_2STAR","T10 Fishing Rune of Duplication (2 Star)",10,2,"Fishing","Duplication",48,"Increases Fishing Duplication by 48%"
"T10_RUNE_FISH_COPY_3STAR","T10 Fishing Rune of Duplication (3 Star)",10,3,"Fishing","Duplication",50,"Increases Fishing Duplication by 50%"
"T1_RUNE_FISH_SPEED_1STAR","T1 Fishing Rune of Auto-Cooking (1 Star)",1,1,"Fishing","Auto-Cooking",1,"Chance to automatically cook raw fish while fishing by 1%"
"T1_RUNE_FISH_SPEED_2STAR","T1 Fishing Rune of Auto-Cooking (2 Star)",1,2,"Fishing","Auto-Cooking",1,"Chance to automatically cook raw fish while fishing by 1%"
"T1_RUNE_FISH_SPEED_3STAR","T1 Fishing Rune of Auto-Cooking (3 Star)",1,3,"Fishing","Auto-Cooking",2,"Chance to automatically cook raw fish while fishing by 2%"
"T2_RUNE_FISH_SPEED_1STAR","T2 Fishing Rune of Auto-Cooking (1 Star)",2,1,"Fishing","Auto-Cooking",3,"Chance to automatically cook raw fish while fishing by 3%"
"T2_RUNE_FISH_SPEED_2STAR","T2 Fishing Rune of Auto-Cooking (2 Star)",2,2,"Fishing","Auto-Cooking",4,"Chance to automatically cook raw fish while fishing by 4%"
"T2_RUNE_FISH_SPEED_3STAR","T2 Fishing Rune of Auto-Cooking (3 Star)",2,3,"Fishing","Auto-Cooking",5,"Chance to automatically cook raw fish while fishing by 5%"
"T3_RUNE_FISH_SPEED_1STAR","T3 Fishing Rune of Auto-Cooking (1 Star)",3,1,"Fishing","Auto-Cooking",5,"Chance to automatically cook raw fish while fishing by 5%"
"T3_RUNE_FISH_SPEED_2STAR","T3 Fishing Rune of Auto-Cooking (2 Star)",3,2,"Fishing","Auto-Cooking",6,"Chance to automatically cook raw fish while fishing by 6%"
"T3_RUNE_FISH_SPEED_3STAR","T3 Fishing Rune of Auto-Cooking (3 Star)",3,3,"Fishing","Auto-Cooking",7,"Chance to automatically cook raw fish while fishing by 7%"
