Type,Item Name,Item ID,Tier,Quick Sell Value
OFF_HAND,Tome (Good),T8_TOME_Q1,8,2320
OFF_HAND,Tome (Masterpiece),T8_TOME_Q4,8,2900
OFF_HAND,Tome (Outstanding),T8_TOME_Q2,8,3480
OFF_HAND,Torch,T8_TORCH,8,1160
OFF_HAND,Torch (Excellent),T8_TORCH_Q3,8,1740
OFF_HAND,Torch (Good),T8_TORCH_Q1,8,2320
OFF_HAND,Torch (Masterpiece),T8_TORCH_Q4,8,2900
OFF_HAND,Torch (Outstanding),T8_TORCH_Q2,8,3480
OFF_HAND,Sheath,T9_SHEATH,9,1480
OFF_HAND,Sheath (Excellent),T9_SHEATH_Q3,9,2220
OFF_HAND,Sheath (Good),T9_SHEATH_Q1,9,2960
OFF_HAND,Sheath (Masterpiece),T9_SHEATH_Q4,9,3700
OFF_HAND,Sheath (Outstanding),T9_SHEATH_Q2,9,4440
OFF_HAND,Tome,T9_TOME,9,1480
OFF_HAND,Tome (Excellent),T9_TOME_Q3,9,2220
OFF_HAND,Tome (Good),T9_TOME_Q1,9,2960
OFF_HAND,Tome (Masterpiece),T9_TOME_Q4,9,3700
OFF_HAND,Tome (Outstanding),T9_TOME_Q2,9,4440
OFF_HAND,Torch,T9_TORCH,9,1480
OFF_HAND,Torch (Excellent),T9_TORCH_Q3,9,2220
OFF_HAND,Torch (Good),T9_TORCH_Q1,9,2960
OFF_HAND,Torch (Masterpiece),T9_TORCH_Q4,9,3700
OFF_HAND,Torch (Outstanding),T9_TORCH_Q2,9,4440
OFF_HAND,Sheath,T10_SHEATH,10,1840
OFF_HAND,Sheath (Excellent),T10_SHEATH_Q3,10,2760
OFF_HAND,Sheath (Good),T10_SHEATH_Q1,10,3680
OFF_HAND,Sheath (Masterpiece),T10_SHEATH_Q4,10,4600
OFF_HAND,Sheath (Outstanding),T10_SHEATH_Q2,10,5520
OFF_HAND,Tome,T10_TOME,10,1840
OFF_HAND,Tome (Excellent),T10_TOME_Q3,10,2760
OFF_HAND,Tome (Good),T10_TOME_Q1,10,3680
OFF_HAND,Tome (Masterpiece),T10_TOME_Q4,10,4600
OFF_HAND,Tome (Outstanding),T10_TOME_Q2,10,5520
OFF_HAND,Torch,T10_TORCH,10,1840
OFF_HAND,Torch (Excellent),T10_TORCH_Q3,10,2760
OFF_HAND,Torch (Good),T10_TORCH_Q1,10,3680
OFF_HAND,Torch (Masterpiece),T10_TORCH_Q4,10,4600
OFF_HAND,Torch (Outstanding),T10_TORCH_Q2,10,5520
POTION,Crafting Potion,T1_POTION_CRAFT,1,10
POTION,Crafting Potion,T1_POTION_CRAFT,1,10
POTION,Critical Potion,T1_POTION_CRIT,1,10
POTION,Critical Potion,T1_POTION_CRIT,1,10
POTION,Damage Potion,T1_POTION_DAMAGE,1,10
POTION,Damage Potion,T1_POTION_DAMAGE,1,10
POTION,Gathering Potion,T1_POTION_GATHER,1,10
POTION,Gathering Potion,T1_POTION_GATHER,1,10
POTION,Knowledge Potion,T1_POTION_XP,1,10
POTION,Knowledge Potion,T1_POTION_XP,1,10
POTION,Luck Potion,T1_POTION_LUCK,1,10
POTION,Luck Potion,T1_POTION_LUCK,1,10
POTION,Quality Potion,T1_POTION_QUALITY,1,10
POTION,Quality Potion,T1_POTION_QUALITY,1,10
POTION,Refining Potion,T1_POTION_REFINE,1,10
POTION,Refining Potion,T1_POTION_REFINE,1,10
POTION,Silver Potion,T1_POTION_SILVER,1,10
POTION,Silver Potion,T1_POTION_SILVER,1,10
POTION,Crafting Potion,T2_POTION_CRAFT,2,20
POTION,Crafting Potion,T2_POTION_CRAFT,2,20
POTION,Critical Potion,T2_POTION_CRIT,2,20
POTION,Critical Potion,T2_POTION_CRIT,2,20
POTION,Damage Potion,T2_POTION_DAMAGE,2,20
POTION,Damage Potion,T2_POTION_DAMAGE,2,20
POTION,Gathering Potion,T2_POTION_GATHER,2,20
POTION,Gathering Potion,T2_POTION_GATHER,2,20
POTION,Knowledge Potion,T2_POTION_XP,2,20
POTION,Knowledge Potion,T2_POTION_XP,2,20
POTION,Luck Potion,T2_POTION_LUCK,2,20
POTION,Luck Potion,T2_POTION_LUCK,2,20
POTION,Quality Potion,T2_POTION_QUALITY,2,20
POTION,Quality Potion,T2_POTION_QUALITY,2,20
POTION,Refining Potion,T2_POTION_REFINE,2,20
POTION,Refining Potion,T2_POTION_REFINE,2,20
POTION,Silver Potion,T2_POTION_SILVER,2,20
POTION,Silver Potion,T2_POTION_SILVER,2,20
POTION,Crafting Potion,T3_POTION_CRAFT,3,40
POTION,Crafting Potion,T3_POTION_CRAFT,3,40
POTION,Critical Potion,T3_POTION_CRIT,3,40
POTION,Critical Potion,T3_POTION_CRIT,3,40
POTION,Damage Potion,T3_POTION_DAMAGE,3,40
POTION,Damage Potion,T3_POTION_DAMAGE,3,40
POTION,Gathering Potion,T3_POTION_GATHER,3,40
POTION,Gathering Potion,T3_POTION_GATHER,3,40
POTION,Knowledge Potion,T3_POTION_XP,3,40
POTION,Knowledge Potion,T3_POTION_XP,3,40
POTION,Luck Potion,T3_POTION_LUCK,3,40
POTION,Luck Potion,T3_POTION_LUCK,3,40
POTION,Quality Potion,T3_POTION_QUALITY,3,40
POTION,Quality Potion,T3_POTION_QUALITY,3,40
POTION,Refining Potion,T3_POTION_REFINE,3,40
POTION,Refining Potion,T3_POTION_REFINE,3,40
POTION,Silver Potion,T3_POTION_SILVER,3,40
POTION,Silver Potion,T3_POTION_SILVER,3,40
POTION,Crafting Potion,T4_POTION_CRAFT,4,70
POTION,Crafting Potion,T4_POTION_CRAFT,4,70
POTION,Critical Potion,T4_POTION_CRIT,4,70
POTION,Critical Potion,T4_POTION_CRIT,4,70
POTION,Damage Potion,T4_POTION_DAMAGE,4,70
POTION,Damage Potion,T4_POTION_DAMAGE,4,70
POTION,Gathering Potion,T4_POTION_GATHER,4,70
POTION,Gathering Potion,T4_POTION_GATHER,4,70
POTION,Knowledge Potion,T4_POTION_XP,4,70
POTION,Knowledge Potion,T4_POTION_XP,4,70
POTION,Luck Potion,T4_POTION_LUCK,4,70
POTION,Luck Potion,T4_POTION_LUCK,4,70
POTION,Quality Potion,T4_POTION_QUALITY,4,70
POTION,Quality Potion,T4_POTION_QUALITY,4,70
POTION,Refining Potion,T4_POTION_REFINE,4,70
POTION,Refining Potion,T4_POTION_REFINE,4,70
POTION,Silver Potion,T4_POTION_SILVER,4,70
POTION,Silver Potion,T4_POTION_SILVER,4,70
POTION,Crafting Potion,T5_POTION_CRAFT,5,110
POTION,Crafting Potion,T5_POTION_CRAFT,5,110
POTION,Critical Potion,T5_POTION_CRIT,5,110
POTION,Critical Potion,T5_POTION_CRIT,5,110
POTION,Damage Potion,T5_POTION_DAMAGE,5,110
POTION,Damage Potion,T5_POTION_DAMAGE,5,110
POTION,Gathering Potion,T5_POTION_GATHER,5,110
POTION,Gathering Potion,T5_POTION_GATHER,5,110
POTION,Knowledge Potion,T5_POTION_XP,5,110
POTION,Knowledge Potion,T5_POTION_XP,5,110
POTION,Luck Potion,T5_POTION_LUCK,5,110
POTION,Luck Potion,T5_POTION_LUCK,5,110
POTION,Quality Potion,T5_POTION_QUALITY,5,110
POTION,Quality Potion,T5_POTION_QUALITY,5,110
POTION,Refining Potion,T5_POTION_REFINE,5,110
POTION,Refining Potion,T5_POTION_REFINE,5,110
POTION,Silver Potion,T5_POTION_SILVER,5,110
POTION,Silver Potion,T5_POTION_SILVER,5,110
POTION,Crafting Potion,T6_POTION_CRAFT,6,160
POTION,Crafting Potion,T6_POTION_CRAFT,6,160
POTION,Critical Potion,T6_POTION_CRIT,6,160
POTION,Critical Potion,T6_POTION_CRIT,6,160
POTION,Damage Potion,T6_POTION_DAMAGE,6,160
POTION,Damage Potion,T6_POTION_DAMAGE,6,160
POTION,Gathering Potion,T6_POTION_GATHER,6,160
POTION,Gathering Potion,T6_POTION_GATHER,6,160
POTION,Knowledge Potion,T6_POTION_XP,6,160
POTION,Knowledge Potion,T6_POTION_XP,6,160
POTION,Luck Potion,T6_POTION_LUCK,6,160
POTION,Luck Potion,T6_POTION_LUCK,6,160
POTION,Quality Potion,T6_POTION_QUALITY,6,160
POTION,Quality Potion,T6_POTION_QUALITY,6,160
POTION,Refining Potion,T6_POTION_REFINE,6,160
POTION,Refining Potion,T6_POTION_REFINE,6,160
POTION,Silver Potion,T6_POTION_SILVER,6,160
POTION,Silver Potion,T6_POTION_SILVER,6,160
POTION,Crafting Potion,T7_POTION_CRAFT,7,220
POTION,Crafting Potion,T7_POTION_CRAFT,7,220
POTION,Critical Potion,T7_POTION_CRIT,7,220
POTION,Critical Potion,T7_POTION_CRIT,7,220
POTION,Damage Potion,T7_POTION_DAMAGE,7,220
POTION,Damage Potion,T7_POTION_DAMAGE,7,220
POTION,Gathering Potion,T7_POTION_GATHER,7,220
POTION,Gathering Potion,T7_POTION_GATHER,7,220
POTION,Knowledge Potion,T7_POTION_XP,7,220
POTION,Knowledge Potion,T7_POTION_XP,7,220
POTION,Luck Potion,T7_POTION_LUCK,7,220
POTION,Luck Potion,T7_POTION_LUCK,7,220
POTION,Quality Potion,T7_POTION_QUALITY,7,220
POTION,Quality Potion,T7_POTION_QUALITY,7,220
POTION,Refining Potion,T7_POTION_REFINE,7,220
POTION,Refining Potion,T7_POTION_REFINE,7,220
POTION,Silver Potion,T7_POTION_SILVER,7,220
POTION,Silver Potion,T7_POTION_SILVER,7,220
POTION,Crafting Potion,T8_POTION_CRAFT,8,290
POTION,Crafting Potion,T8_POTION_CRAFT,8,290
POTION,Critical Potion,T8_POTION_CRIT,8,290
POTION,Critical Potion,T8_POTION_CRIT,8,290
POTION,Damage Potion,T8_POTION_DAMAGE,8,290
POTION,Damage Potion,T8_POTION_DAMAGE,8,290
POTION,Gathering Potion,T8_POTION_GATHER,8,290
POTION,Gathering Potion,T8_POTION_GATHER,8,290
POTION,Knowledge Potion,T8_POTION_XP,8,290
POTION,Knowledge Potion,T8_POTION_XP,8,290
POTION,Luck Potion,T8_POTION_LUCK,8,290
POTION,Luck Potion,T8_POTION_LUCK,8,290
POTION,Quality Potion,T8_POTION_QUALITY,8,290
POTION,Quality Potion,T8_POTION_QUALITY,8,290
POTION,Refining Potion,T8_POTION_REFINE,8,290
POTION,Refining Potion,T8_POTION_REFINE,8,290
POTION,Silver Potion,T8_POTION_SILVER,8,290
POTION,Silver Potion,T8_POTION_SILVER,8,290
POTION,Crafting Potion,T9_POTION_CRAFT,9,370
POTION,Crafting Potion,T9_POTION_CRAFT,9,370
POTION,Critical Potion,T9_POTION_CRIT,9,370
POTION,Critical Potion,T9_POTION_CRIT,9,370
POTION,Damage Potion,T9_POTION_DAMAGE,9,370
POTION,Damage Potion,T9_POTION_DAMAGE,9,370
POTION,Gathering Potion,T9_POTION_GATHER,9,370
POTION,Gathering Potion,T9_POTION_GATHER,9,370
POTION,Knowledge Potion,T9_POTION_XP,9,370
POTION,Knowledge Potion,T9_POTION_XP,9,370
POTION,Luck Potion,T9_POTION_LUCK,9,370
POTION,Luck Potion,T9_POTION_LUCK,9,370
POTION,Quality Potion,T9_POTION_QUALITY,9,370
POTION,Quality Potion,T9_POTION_QUALITY,9,370
POTION,Refining Potion,T9_POTION_REFINE,9,370
POTION,Refining Potion,T9_POTION_REFINE,9,370
POTION,Silver Potion,T9_POTION_SILVER,9,370
POTION,Silver Potion,T9_POTION_SILVER,9,370
POTION,Crafting Potion,T10_POTION_CRAFT,10,475
POTION,Crafting Potion,T10_POTION_CRAFT,10,475
POTION,Critical Potion,T10_POTION_CRIT,10,475
POTION,Critical Potion,T10_POTION_CRIT,10,475
POTION,Damage Potion,T10_POTION_DAMAGE,10,475
POTION,Damage Potion,T10_POTION_DAMAGE,10,475
POTION,Gathering Potion,T10_POTION_GATHER,10,475
POTION,Gathering Potion,T10_POTION_GATHER,10,475
POTION,Knowledge Potion,T10_POTION_XP,10,475
POTION,Knowledge Potion,T10_POTION_XP,10,475
POTION,Luck Potion,T10_POTION_LUCK,10,475
POTION,Luck Potion,T10_POTION_LUCK,10,475
POTION,Quality Potion,T10_POTION_QUALITY,10,475
POTION,Quality Potion,T10_POTION_QUALITY,10,475
POTION,Refining Potion,T10_POTION_REFINE,10,475
POTION,Refining Potion,T10_POTION_REFINE,10,475
POTION,Silver Potion,T10_POTION_SILVER,10,475
POTION,Silver Potion,T10_POTION_SILVER,10,475
RAW,Fiber,T1_FIBER,1,1
RAW,Fish,T1_FISH,1,1
RAW,Herb,T1_HERB,1,1
RAW,Hide,T1_HIDE,1,1
RAW,Ore,T1_ORE,1,1
RAW,Wood,T1_WOOD,1,1
RAW,Fiber,T2_FIBER,2,2
RAW,Fish,T2_FISH,2,2
RAW,Herb,T2_HERB,2,2
RAW,Hide,T2_HIDE,2,2
RAW,Ore,T2_ORE,2,2
RAW,Wood,T2_WOOD,2,2
RAW,Fiber,T3_FIBER,3,4
RAW,Fish,T3_FISH,3,4
RAW,Herb,T3_HERB,3,4
RAW,Hide,T3_HIDE,3,4
RAW,Ore,T3_ORE,3,4
RAW,Wood,T3_WOOD,3,4
RAW,Fiber,T4_FIBER,4,7
RAW,Fish,T4_FISH,4,7
RAW,Herb,T4_HERB,4,7
RAW,Hide,T4_HIDE,4,7
RAW,Ore,T4_ORE,4,7
RAW,Wood,T4_WOOD,4,7
RAW,Fiber,T5_FIBER,5,11
RAW,Fish,T5_FISH,5,11
RAW,Herb,T5_HERB,5,11
RAW,Hide,T5_HIDE,5,11
RAW,Ore,T5_ORE,5,11
RAW,Wood,T5_WOOD,5,11
RAW,Fiber,T6_FIBER,6,16
RAW,Fish,T6_FISH,6,16
RAW,Herb,T6_HERB,6,16
RAW,Hide,T6_HIDE,6,16
RAW,Ore,T6_ORE,6,16
RAW,Wood,T6_WOOD,6,16
RAW,Fiber,T7_FIBER,7,22
RAW,Fish,T7_FISH,7,22
RAW,Herb,T7_HERB,7,22
RAW,Hide,T7_HIDE,7,22
RAW,Ore,T7_ORE,7,22
RAW,Wood,T7_WOOD,7,22
RAW,Fiber,T8_FIBER,8,29
RAW,Fish,T8_FISH,8,29
RAW,Herb,T8_HERB,8,29
RAW,Hide,T8_HIDE,8,29
RAW,Ore,T8_ORE,8,29
RAW,Wood,T8_WOOD,8,29
RAW,Fiber,T9_FIBER,9,37
RAW,Fish,T9_FISH,9,37
RAW,Herb,T9_HERB,9,37
RAW,Hide,T9_HIDE,9,37
RAW,Ore,T9_ORE,9,37
RAW,Wood,T9_WOOD,9,37
RAW,Fiber,T10_FIBER,10,46
RAW,Fish,T10_FISH,10,46
RAW,Herb,T10_HERB,10,46
RAW,Hide,T10_HIDE,10,46
RAW,Ore,T10_ORE,10,46
RAW,Wood,T10_WOOD,10,46
REFINED,Bar,T1_BAR,1,2
REFINED,Cloth,T1_CLOTH,1,2
REFINED,Extract,T1_EXTRACT,1,2
REFINED,Leather,T1_LEATHER,1,2
REFINED,Plank,T1_PLANK,1,2
REFINED,Bar,T2_BAR,2,4
REFINED,Cloth,T2_CLOTH,2,4
REFINED,Extract,T2_EXTRACT,2,4
REFINED,Leather,T2_LEATHER,2,4
REFINED,Plank,T2_PLANK,2,4
REFINED,Bar,T3_BAR,3,8
REFINED,Cloth,T3_CLOTH,3,8
REFINED,Extract,T3_EXTRACT,3,8
REFINED,Leather,T3_LEATHER,3,8
REFINED,Plank,T3_PLANK,3,8
REFINED,Bar,T4_BAR,4,14
REFINED,Cloth,T4_CLOTH,4,14
REFINED,Extract,T4_EXTRACT,4,14
REFINED,Leather,T4_LEATHER,4,14
REFINED,Plank,T4_PLANK,4,14
REFINED,Bar,T5_BAR,5,22
REFINED,Cloth,T5_CLOTH,5,22
REFINED,Extract,T5_EXTRACT,5,22
REFINED,Leather,T5_LEATHER,5,22
REFINED,Plank,T5_PLANK,5,22
REFINED,Bar,T6_BAR,6,32
REFINED,Cloth,T6_CLOTH,6,32
REFINED,Extract,T6_EXTRACT,6,32
REFINED,Leather,T6_LEATHER,6,32
REFINED,Plank,T6_PLANK,6,32
REFINED,Bar,T7_BAR,7,44
REFINED,Cloth,T7_CLOTH,7,44
REFINED,Extract,T7_EXTRACT,7,44
REFINED,Leather,T7_LEATHER,7,44
REFINED,Plank,T7_PLANK,7,44
REFINED,Bar,T8_BAR,8,58
REFINED,Cloth,T8_CLOTH,8,58
REFINED,Extract,T8_EXTRACT,8,58
REFINED,Leather,T8_LEATHER,8,58
REFINED,Plank,T8_PLANK,8,58
REFINED,Bar,T9_BAR,9,74
REFINED,Cloth,T9_CLOTH,9,74
REFINED,Extract,T9_EXTRACT,9,74
REFINED,Leather,T9_LEATHER,9,74
REFINED,Plank,T9_PLANK,9,74
REFINED,Bar,T10_BAR,10,92
REFINED,Cloth,T10_CLOTH,10,92
REFINED,Extract,T10_EXTRACT,10,92
REFINED,Leather,T10_LEATHER,10,92
REFINED,Plank,T10_PLANK,10,92
RESOURCE,Rune Shard,T1_RUNE_SHARD,1,1
RESOURCE,Rune Shard,T1_RUNE_SHARD,1,1
RESOURCE,T1 Runic Shard,T1_SHARD,1,1
RESOURCE,T2 Runic Shard,T2_SHARD,2,2
RESOURCE,T3 Runic Shard,T3_SHARD,3,4
RESOURCE,T4 Runic Shard,T4_SHARD,4,7
RESOURCE,T5 Runic Shard,T5_SHARD,5,11
RESOURCE,T6 Runic Shard,T6_SHARD,6,16
RESOURCE,T7 Runic Shard,T7_SHARD,7,22
RESOURCE,T8 Runic Shard,T8_SHARD,8,29
RESOURCE,T9 Runic Shard,T9_SHARD,9,37
RESOURCE,T10 Runic Shard,T10_SHARD,10,46
RUNE,T1 Alchemy Rune of Duplication,T1_RUNE_ALCHEMY_DUPLIC_1STAR,1,88
RUNE,T1 Alchemy Rune of Duplication,T1_RUNE_ALCHEMY_DUPLIC_2STAR,1,150
RUNE,T1 Alchemy Rune of Duplication,T1_RUNE_ALCHEMY_DUPLIC_3STAR,1,282
RUNE,T1 Alchemy Rune of Efficiency,T1_RUNE_ALCHEMY_EFF_1STAR,1,88
RUNE,T1 Alchemy Rune of Efficiency,T1_RUNE_ALCHEMY_EFF_2STAR,1,150
RUNE,T1 Alchemy Rune of Efficiency,T1_RUNE_ALCHEMY_EFF_3STAR,1,282
RUNE,T1 Alchemy Rune of XP,T1_RUNE_ALCHEMY_XP_1STAR,1,88
RUNE,T1 Alchemy Rune of XP,T1_RUNE_ALCHEMY_XP_2STAR,1,150
RUNE,T1 Alchemy Rune of XP,T1_RUNE_ALCHEMY_XP_3STAR,1,282
RUNE,T1 Cloth Rune of Duplication,T1_RUNE_CLOTH_DUPLIC_1STAR,1,88
RUNE,T1 Cloth Rune of Duplication,T1_RUNE_CLOTH_DUPLIC_2STAR,1,150
RUNE,T1 Cloth Rune of Duplication,T1_RUNE_CLOTH_DUPLIC_3STAR,1,282
RUNE,T1 Cloth Rune of Efficiency,T1_RUNE_CLOTH_EFF_1STAR,1,88
RUNE,T1 Cloth Rune of Efficiency,T1_RUNE_CLOTH_EFF_2STAR,1,150
RUNE,T1 Cloth Rune of Efficiency,T1_RUNE_CLOTH_EFF_3STAR,1,282
RUNE,T1 Cloth Rune of XP,T1_RUNE_CLOTH_XP_1STAR,1,88
RUNE,T1 Cloth Rune of XP,T1_RUNE_CLOTH_XP_2STAR,1,150
RUNE,T1 Cloth Rune of XP,T1_RUNE_CLOTH_XP_3STAR,1,282
RUNE,T1 Combat Rune of Attack,T1_RUNE_ATTACK_ATTACK_1STAR,1,88
RUNE,T1 Combat Rune of Attack,T1_RUNE_ATTACK_ATTACK_2STAR,1,150
RUNE,T1 Combat Rune of Attack,T1_RUNE_ATTACK_ATTACK_3STAR,1,282
RUNE,T1 Combat Rune of Attack Speed,T1_RUNE_ATTACK_ATTACK_SPEED_1STAR,1,88
RUNE,T1 Combat Rune of Attack Speed,T1_RUNE_ATTACK_ATTACK_SPEED_2STAR,1,150
RUNE,T1 Combat Rune of Attack Speed,T1_RUNE_ATTACK_ATTACK_SPEED_3STAR,1,282
RUNE,T1 Combat Rune of Burst,T1_RUNE_ATTACK_BURST_1STAR,1,88
RUNE,T1 Combat Rune of Burst,T1_RUNE_ATTACK_BURST_2STAR,1,150
RUNE,T1 Combat Rune of Burst,T1_RUNE_ATTACK_BURST_3STAR,1,282
RUNE,T1 Combat Rune of Food Saving,T1_RUNE_ATTACK_SAVE_FOOD_1STAR,1,88
RUNE,T1 Combat Rune of Food Saving,T1_RUNE_ATTACK_SAVE_FOOD_2STAR,1,150
RUNE,T1 Combat Rune of Food Saving,T1_RUNE_ATTACK_SAVE_FOOD_3STAR,1,282
RUNE,T1 Cooking Rune of Duplication,T1_RUNE_COOKING_DUPLIC_1STAR,1,88
RUNE,T1 Cooking Rune of Duplication,T1_RUNE_COOKING_DUPLIC_2STAR,1,150
RUNE,T1 Cooking Rune of Duplication,T1_RUNE_COOKING_DUPLIC_3STAR,1,282
RUNE,T1 Cooking Rune of Efficiency,T1_RUNE_COOKING_EFF_1STAR,1,88
RUNE,T1 Cooking Rune of Efficiency,T1_RUNE_COOKING_EFF_2STAR,1,150
RUNE,T1 Cooking Rune of Efficiency,T1_RUNE_COOKING_EFF_3STAR,1,282
RUNE,T1 Cooking Rune of XP,T1_RUNE_COOKING_XP_1STAR,1,88
RUNE,T1 Cooking Rune of XP,T1_RUNE_COOKING_XP_2STAR,1,150
RUNE,T1 Cooking Rune of XP,T1_RUNE_COOKING_XP_3STAR,1,282
RUNE,T1 Extract Rune of Duplication,T1_RUNE_EXTRACT_DUPLIC_1STAR,1,88
RUNE,T1 Extract Rune of Duplication,T1_RUNE_EXTRACT_DUPLIC_2STAR,1,150
RUNE,T1 Extract Rune of Duplication,T1_RUNE_EXTRACT_DUPLIC_3STAR,1,282
RUNE,T1 Extract Rune of Efficiency,T1_RUNE_EXTRACT_EFF_1STAR,1,88
RUNE,T1 Extract Rune of Efficiency,T1_RUNE_EXTRACT_EFF_2STAR,1,150
RUNE,T1 Extract Rune of Efficiency,T1_RUNE_EXTRACT_EFF_3STAR,1,282
RUNE,T1 Extract Rune of XP,T1_RUNE_EXTRACT_XP_1STAR,1,88
RUNE,T1 Extract Rune of XP,T1_RUNE_EXTRACT_XP_2STAR,1,150
RUNE,T1 Extract Rune of XP,T1_RUNE_EXTRACT_XP_3STAR,1,282
RUNE,T1 Fiber Rune of Auto-Refine,T1_RUNE_FIBER_AUTO_1STAR,1,88
RUNE,T1 Fiber Rune of Auto-Refine,T1_RUNE_FIBER_AUTO_2STAR,1,150
RUNE,T1 Fiber Rune of Auto-Refine,T1_RUNE_FIBER_AUTO_3STAR,1,282
RUNE,T1 Fiber Rune of Duplication,T1_RUNE_FIBER_DUPLIC_1STAR,1,88
RUNE,T1 Fiber Rune of Duplication,T1_RUNE_FIBER_DUPLIC_2STAR,1,150
RUNE,T1 Fiber Rune of Duplication,T1_RUNE_FIBER_DUPLIC_3STAR,1,282
RUNE,T1 Fiber Rune of XP,T1_RUNE_FIBER_XP_1STAR,1,88
RUNE,T1 Fiber Rune of XP,T1_RUNE_FIBER_XP_2STAR,1,150
RUNE,T1 Fiber Rune of XP,T1_RUNE_FIBER_XP_3STAR,1,282
RUNE,T1 Fishing Rune of Auto-Cooking,T1_RUNE_FISH_AUTO_1STAR,1,88
RUNE,T1 Fishing Rune of Auto-Cooking,T1_RUNE_FISH_AUTO_2STAR,1,150
RUNE,T1 Fishing Rune of Auto-Cooking,T1_RUNE_FISH_AUTO_3STAR,1,282
RUNE,T1 Fishing Rune of Duplication,T1_RUNE_FISH_DUPLIC_1STAR,1,88
RUNE,T1 Fishing Rune of Duplication,T1_RUNE_FISH_DUPLIC_2STAR,1,150
RUNE,T1 Fishing Rune of Duplication,T1_RUNE_FISH_DUPLIC_3STAR,1,282
RUNE,T1 Fishing Rune of XP,T1_RUNE_FISH_XP_1STAR,1,88
RUNE,T1 Fishing Rune of XP,T1_RUNE_FISH_XP_2STAR,1,150
RUNE,T1 Fishing Rune of XP,T1_RUNE_FISH_XP_3STAR,1,282
RUNE,T1 Herbalism Rune of Auto-Refine,T1_RUNE_HERB_AUTO_1STAR,1,88
RUNE,T1 Herbalism Rune of Auto-Refine,T1_RUNE_HERB_AUTO_2STAR,1,150
RUNE,T1 Herbalism Rune of Auto-Refine,T1_RUNE_HERB_AUTO_3STAR,1,282
RUNE,T1 Herbalism Rune of Duplication,T1_RUNE_HERB_DUPLIC_1STAR,1,88
RUNE,T1 Herbalism Rune of Duplication,T1_RUNE_HERB_DUPLIC_2STAR,1,150
RUNE,T1 Herbalism Rune of Duplication,T1_RUNE_HERB_DUPLIC_3STAR,1,282
RUNE,T1 Herbalism Rune of XP,T1_RUNE_HERB_XP_1STAR,1,88
RUNE,T1 Herbalism Rune of XP,T1_RUNE_HERB_XP_2STAR,1,150
RUNE,T1 Herbalism Rune of XP,T1_RUNE_HERB_XP_3STAR,1,282
RUNE,T1 Hunter Rune of Duplication,T1_RUNE_HUNTER_DUPLIC_1STAR,1,88
RUNE,T1 Hunter Rune of Duplication,T1_RUNE_HUNTER_DUPLIC_2STAR,1,150
RUNE,T1 Hunter Rune of Duplication,T1_RUNE_HUNTER_DUPLIC_3STAR,1,282
RUNE,T1 Hunter Rune of Efficiency,T1_RUNE_HUNTER_EFF_1STAR,1,88
RUNE,T1 Hunter Rune of Efficiency,T1_RUNE_HUNTER_EFF_2STAR,1,150
RUNE,T1 Hunter Rune of Efficiency,T1_RUNE_HUNTER_EFF_3STAR,1,282
RUNE,T1 Hunter Rune of XP,T1_RUNE_HUNTER_XP_1STAR,1,88
RUNE,T1 Hunter Rune of XP,T1_RUNE_HUNTER_XP_2STAR,1,150
RUNE,T1 Hunter Rune of XP,T1_RUNE_HUNTER_XP_3STAR,1,282
RUNE,T1 Leather Rune of Duplication,T1_RUNE_LEATHER_DUPLIC_1STAR,1,88
RUNE,T1 Leather Rune of Duplication,T1_RUNE_LEATHER_DUPLIC_2STAR,1,150
RUNE,T1 Leather Rune of Duplication,T1_RUNE_LEATHER_DUPLIC_3STAR,1,282
RUNE,T1 Leather Rune of Efficiency,T1_RUNE_LEATHER_EFF_1STAR,1,88
RUNE,T1 Leather Rune of Efficiency,T1_RUNE_LEATHER_EFF_2STAR,1,150
RUNE,T1 Leather Rune of Efficiency,T1_RUNE_LEATHER_EFF_3STAR,1,282
RUNE,T1 Leather Rune of XP,T1_RUNE_LEATHER_XP_1STAR,1,88
RUNE,T1 Leather Rune of XP,T1_RUNE_LEATHER_XP_2STAR,1,150
RUNE,T1 Leather Rune of XP,T1_RUNE_LEATHER_XP_3STAR,1,282
RUNE,T1 Mage Rune of Duplication,T1_RUNE_MAGE_DUPLIC_1STAR,1,88
RUNE,T1 Mage Rune of Duplication,T1_RUNE_MAGE_DUPLIC_2STAR,1,150
RUNE,T1 Mage Rune of Duplication,T1_RUNE_MAGE_DUPLIC_3STAR,1,282
RUNE,T1 Mage Rune of Efficiency,T1_RUNE_MAGE_EFF_1STAR,1,88
RUNE,T1 Mage Rune of Efficiency,T1_RUNE_MAGE_EFF_2STAR,1,150
RUNE,T1 Mage Rune of Efficiency,T1_RUNE_MAGE_EFF_3STAR,1,282
RUNE,T1 Mage Rune of XP,T1_RUNE_MAGE_XP_1STAR,1,88
RUNE,T1 Mage Rune of XP,T1_RUNE_MAGE_XP_2STAR,1,150
RUNE,T1 Mage Rune of XP,T1_RUNE_MAGE_XP_3STAR,1,282
RUNE,T1 Metal Rune of Duplication,T1_RUNE_METAL_DUPLIC_1STAR,1,88
RUNE,T1 Metal Rune of Duplication,T1_RUNE_METAL_DUPLIC_2STAR,1,150
RUNE,T1 Metal Rune of Duplication,T1_RUNE_METAL_DUPLIC_3STAR,1,282
