Category,Slot,Name,Tier,Rarity,Damage,Defense,HP,Speed
Warrior's Forge,PLATE_CAPE,Plate Cape,7,Excellent,666,0,0,55.5%
Warrior's Forge,PLATE_CAPE,Plate Cape,7,Masterpiece,702,0,0,58.5%
Warrior's Forge,PLATE_CAPE,Plate Cape,8,Normal,648,0,0,54.0%
Warrior's Forge,PLATE_CAPE,Plate Cape,8,Good,684,0,0,57.0%
Warrior's Forge,PLATE_CAPE,Plate Cape,8,Outstanding,720,0,0,60.0%
Warrior's Forge,PLATE_CAPE,Plate Cape,8,Excellent,756,0,0,63.0%
Warrior's Forge,PLATE_CAPE,Plate Cape,8,Masterpiece,792,0,0,66.0%
Warrior's Forge,PLATE_CAPE,Plate Cape,9,Normal,738,0,0,61.5%
Warrior's Forge,PLATE_CAPE,Plate Cape,9,Good,774,0,0,64.5%
Warrior's Forge,PLATE_CAPE,Plate Cape,9,Outstanding,810,0,0,67.5%
Warrior's Forge,PLATE_CAPE,Plate Cape,9,Excellent,846,0,0,70.5%
Warrior's Forge,PLATE_CAPE,Plate Cape,9,Masterpiece,882,0,0,73.5%
Warrior's Forge,PLATE_CAPE,Plate Cape,10,Normal,828,0,0,69.0%
Warrior's Forge,PLATE_CAPE,Plate Cape,10,Good,864,0,0,72.0%
Warrior's Forge,PLATE_CAPE,Plate Cape,10,Outstanding,900,0,0,75.0%
Warrior's Forge,PLATE_CAPE,Plate Cape,10,Excellent,936,0,0,78.0%
Warrior's Forge,PLATE_CAPE,Plate Cape,10,Masterpiece,972,0,0,81.0%
