Category;Slot;Item ID;Full Name;Tier;Quality;IP;Damage;Defense;HP;Attack Speed / Speed;Crit Chance;Efficiency %;Resources Required
Warrior;PLATE_HELMET;T8_PLATE_HELMET_Q3;"Excellent Plate Helmet";8;Excellent;900;0;292.3;584.7;0;0;0;"20x T8_BAR"
Warrior;PLATE_HELMET;T8_PLATE_HELMET_Q4;"Masterpiece Plate Helmet";8;Masterpiece;1000;0;307;613.9;0;0;0;"20x T8_BAR"
Warrior;PLATE_HELMET;T9_PLATE_HELMET;"Plate Helmet";9;Normal;900;0;322.3;644.6;0;0;0;"20x T9_BAR"
Warrior;PLATE_HELMET;T9_PLATE_HELMET_Q1;"Good Plate Helmet";9;Good;920;0;338.4;676.8;0;0;0;"20x T9_BAR"
Warrior;PLATE_HELMET;T9_PLATE_HELMET_Q2;"Outstanding Plate Helmet";9;Outstanding;950;0;355.3;710.7;0;0;0;"20x T9_BAR"
Warrior;PLATE_HELMET;T9_PLATE_HELMET_Q3;"Excellent Plate Helmet";9;Excellent;1000;0;373.1;746.2;0;0;0;"20x T9_BAR"
Warrior;PLATE_HELMET;T9_PLATE_HELMET_Q4;"Masterpiece Plate Helmet";9;Masterpiece;1100;0;391.8;783.5;0;0;0;"20x T9_BAR"
Warrior;PLATE_HELMET;T10_PLATE_HELMET;"Plate Helmet";10;Normal;1000;0;411.4;822.7;0;0;0;"20x T10_BAR"
Warrior;PLATE_HELMET;T10_PLATE_HELMET_Q1;"Good Plate Helmet";10;Good;1020;0;431.9;863.8;0;0;0;"20x T10_BAR"
Warrior;PLATE_HELMET;T10_PLATE_HELMET_Q2;"Outstanding Plate Helmet";10;Outstanding;1050;0;453.5;907;0;0;0;"20x T10_BAR"
Warrior;PLATE_HELMET;T10_PLATE_HELMET_Q3;"Excellent Plate Helmet";10;Excellent;1100;0;476.2;952.4;0;0;0;"20x T10_BAR"
Warrior;PLATE_HELMET;T10_PLATE_HELMET_Q4;"Masterpiece Plate Helmet";10;Masterpiece;1200;0;500;1000;0;0;0;"20x T10_BAR"
Warrior;PLATE_BOOTS;T1_PLATE_BOOTS;"Plate Boots";1;Normal;100;15.6;22.9;68.7;36.1;0;0;"20x T1_BAR"
Warrior;PLATE_BOOTS;T1_PLATE_BOOTS_Q1;"Good Plate Boots";1;Good;120;16.4;24;72.1;37.9;0;0;"20x T1_BAR"
Warrior;PLATE_BOOTS;T1_PLATE_BOOTS_Q2;"Outstanding Plate Boots";1;Outstanding;150;17.2;25.2;75.7;39.8;0;0;"20x T1_BAR"
Warrior;PLATE_BOOTS;T1_PLATE_BOOTS_Q3;"Excellent Plate Boots";1;Excellent;200;18.1;26.5;79.5;41.8;0;0;"20x T1_BAR"
Warrior;PLATE_BOOTS;T1_PLATE_BOOTS_Q4;"Masterpiece Plate Boots";1;Masterpiece;300;19;27.8;83.5;43.9;0;0;"20x T1_BAR"
Warrior;PLATE_BOOTS;T2_PLATE_BOOTS;"Plate Boots";2;Normal;200;20;29.2;87.6;46;0;0;"20x T2_BAR"
Warrior;PLATE_BOOTS;T2_PLATE_BOOTS_Q1;"Good Plate Boots";2;Good;220;21;30.7;92;48.3;0;0;"20x T2_BAR"
Warrior;PLATE_BOOTS;T2_PLATE_BOOTS_Q2;"Outstanding Plate Boots";2;Outstanding;250;22;32.2;96.6;50.8;0;0;"20x T2_BAR"
Warrior;PLATE_BOOTS;T2_PLATE_BOOTS_Q3;"Excellent Plate Boots";2;Excellent;300;23.1;33.8;101.5;53.3;0;0;"20x T2_BAR"
Warrior;PLATE_BOOTS;T2_PLATE_BOOTS_Q4;"Masterpiece Plate Boots";2;Masterpiece;400;24.3;35.5;106.5;56;0;0;"20x T2_BAR"
Warrior;PLATE_BOOTS;T3_PLATE_BOOTS;"Plate Boots";3;Normal;300;25.5;37.3;111.9;58.8;0;0;"20x T3_BAR"
Warrior;PLATE_BOOTS;T3_PLATE_BOOTS_Q1;"Good Plate Boots";3;Good;320;26.7;39.2;117.5;61.7;0;0;"20x T3_BAR"
Warrior;PLATE_BOOTS;T3_PLATE_BOOTS_Q2;"Outstanding Plate Boots";3;Outstanding;350;28.1;41.1;123.3;64.8;0;0;"20x T3_BAR"
Warrior;PLATE_BOOTS;T3_PLATE_BOOTS_Q3;"Excellent Plate Boots";3;Excellent;400;29.5;43.2;129.5;68;0;0;"20x T3_BAR"
Warrior;PLATE_BOOTS;T3_PLATE_BOOTS_Q4;"Masterpiece Plate Boots";3;Masterpiece;500;31;45.3;136;71.4;0;0;"20x T3_BAR"
Warrior;PLATE_BOOTS;T4_PLATE_BOOTS;"Plate Boots";4;Normal;400;32.5;47.6;142.8;75;0;0;"20x T4_BAR"
Warrior;PLATE_BOOTS;T4_PLATE_BOOTS_Q1;"Good Plate Boots";4;Good;420;34.1;50;149.9;78.7;0;0;"20x T4_BAR"
Warrior;PLATE_BOOTS;T4_PLATE_BOOTS_Q2;"Outstanding Plate Boots";4;Outstanding;450;35.8;52.5;157.4;82.7;0;0;"20x T4_BAR"
Warrior;PLATE_BOOTS;T4_PLATE_BOOTS_Q3;"Excellent Plate Boots";4;Excellent;500;37.6;55.1;165.3;86.8;0;0;"20x T4_BAR"
Warrior;PLATE_BOOTS;T4_PLATE_BOOTS_Q4;"Masterpiece Plate Boots";4;Masterpiece;600;39.5;57.8;173.5;91.2;0;0;"20x T4_BAR"
Warrior;PLATE_BOOTS;T5_PLATE_BOOTS;"Plate Boots";5;Normal;500;41.5;60.7;182.2;95.7;0;0;"20x T5_BAR"
Warrior;PLATE_BOOTS;T5_PLATE_BOOTS_Q1;"Good Plate Boots";5;Good;520;43.6;63.8;191.3;100.5;0;0;"20x T5_BAR"
Warrior;PLATE_BOOTS;T5_PLATE_BOOTS_Q2;"Outstanding Plate Boots";5;Outstanding;550;45.7;67;200.9;105.5;0;0;"20x T5_BAR"
Warrior;PLATE_BOOTS;T5_PLATE_BOOTS_Q3;"Excellent Plate Boots";5;Excellent;600;48;70.3;210.9;110.8;0;0;"20x T5_BAR"
Warrior;PLATE_BOOTS;T5_PLATE_BOOTS_Q4;"Masterpiece Plate Boots";5;Masterpiece;700;50.4;73.8;221.5;116.3;0;0;"20x T5_BAR"
Warrior;PLATE_BOOTS;T6_PLATE_BOOTS;"Plate Boots";6;Normal;600;53;77.5;232.6;122.2;0;0;"20x T6_BAR"
Warrior;PLATE_BOOTS;T6_PLATE_BOOTS_Q1;"Good Plate Boots";6;Good;620;55.6;81.4;244.2;128.3;0;0;"20x T6_BAR"
Warrior;PLATE_BOOTS;T6_PLATE_BOOTS_Q2;"Outstanding Plate Boots";6;Outstanding;650;58.4;85.5;256.4;134.7;0;0;"20x T6_BAR"
Warrior;PLATE_BOOTS;T6_PLATE_BOOTS_Q3;"Excellent Plate Boots";6;Excellent;700;61.3;89.7;269.2;141.4;0;0;"20x T6_BAR"
Warrior;PLATE_BOOTS;T6_PLATE_BOOTS_Q4;"Masterpiece Plate Boots";6;Masterpiece;800;64.4;94.2;282.7;148.5;0;0;"20x T6_BAR"
Warrior;PLATE_BOOTS;T7_PLATE_BOOTS;"Plate Boots";7;Normal;700;67.6;98.9;296.8;155.9;0;0;"20x T7_BAR"
Warrior;PLATE_BOOTS;T7_PLATE_BOOTS_Q1;"Good Plate Boots";7;Good;720;71;103.9;311.6;163.7;0;0;"20x T7_BAR"
Warrior;PLATE_BOOTS;T7_PLATE_BOOTS_Q2;"Outstanding Plate Boots";7;Outstanding;750;74.5;109.1;327.2;171.9;0;0;"20x T7_BAR"
Warrior;PLATE_BOOTS;T7_PLATE_BOOTS_Q3;"Excellent Plate Boots";7;Excellent;800;78.2;114.5;343.6;180.5;0;0;"20x T7_BAR"
Warrior;PLATE_BOOTS;T7_PLATE_BOOTS_Q4;"Masterpiece Plate Boots";7;Masterpiece;900;82.2;120.3;360.8;189.5;0;0;"20x T7_BAR"
Warrior;PLATE_BOOTS;T8_PLATE_BOOTS;"Plate Boots";8;Normal;800;86.3;126.3;378.8;199;0;0;"20x T8_BAR"
Warrior;PLATE_BOOTS;T8_PLATE_BOOTS_Q1;"Good Plate Boots";8;Good;820;90.6;132.6;397.7;208.9;0;0;"20x T8_BAR"
Warrior;PLATE_BOOTS;T8_PLATE_BOOTS_Q2;"Outstanding Plate Boots";8;Outstanding;850;95.1;139.2;417.6;219.4;0;0;"20x T8_BAR"
Warrior;PLATE_BOOTS;T8_PLATE_BOOTS_Q3;"Excellent Plate Boots";8;Excellent;900;99.9;146.2;438.5;230.4;0;0;"20x T8_BAR"
Warrior;PLATE_BOOTS;T8_PLATE_BOOTS_Q4;"Masterpiece Plate Boots";8;Masterpiece;1000;104.9;153.5;460.4;241.9;0;0;"20x T8_BAR"
Warrior;PLATE_BOOTS;T9_PLATE_BOOTS;"Plate Boots";9;Normal;900;110.1;161.2;483.5;254;0;0;"20x T9_BAR"
Warrior;PLATE_BOOTS;T9_PLATE_BOOTS_Q1;"Good Plate Boots";9;Good;920;115.6;169.2;507.6;266.7;0;0;"20x T9_BAR"
Warrior;PLATE_BOOTS;T9_PLATE_BOOTS_Q2;"Outstanding Plate Boots";9;Outstanding;950;121.4;177.7;533;280;0;0;"20x T9_BAR"
Warrior;PLATE_BOOTS;T9_PLATE_BOOTS_Q3;"Excellent Plate Boots";9;Excellent;1000;127.5;186.6;559.7;294;0;0;"20x T9_BAR"
Warrior;PLATE_BOOTS;T9_PLATE_BOOTS_Q4;"Masterpiece Plate Boots";9;Masterpiece;1100;133.8;195.9;587.6;308.7;0;0;"20x T9_BAR"
Warrior;PLATE_BOOTS;T10_PLATE_BOOTS;"Plate Boots";10;Normal;1000;140.5;205.7;617;324.1;0;0;"20x T10_BAR"
Warrior;PLATE_BOOTS;T10_PLATE_BOOTS_Q1;"Good Plate Boots";10;Good;1020;147.5;216;647.9;340.4;0;0;"20x T10_BAR"
Warrior;PLATE_BOOTS;T10_PLATE_BOOTS_Q2;"Outstanding Plate Boots";10;Outstanding;1050;154.9;226.8;680.3;357.4;0;0;"20x T10_BAR"
Warrior;PLATE_BOOTS;T10_PLATE_BOOTS_Q3;"Excellent Plate Boots";10;Excellent;1100;162.7;238.1;714.3;375.2;0;0;"20x T10_BAR"
Warrior;PLATE_BOOTS;T10_PLATE_BOOTS_Q4;"Masterpiece Plate Boots";10;Masterpiece;1200;170.8;250;750;394;0;0;"20x T10_BAR"
Warrior;PLATE_GLOVES;T1_PLATE_GLOVES;"Plate Gloves";1;Normal;100;31.3;22.9;45.8;18;0;0;"20x T1_BAR"
Warrior;PLATE_GLOVES;T1_PLATE_GLOVES_Q1;"Good Plate Gloves";1;Good;120;32.8;24;48.1;18.9;0;0;"20x T1_BAR"
Warrior;PLATE_GLOVES;T1_PLATE_GLOVES_Q2;"Outstanding Plate Gloves";1;Outstanding;150;34.5;25.2;50.5;19.9;0;0;"20x T1_BAR"
Warrior;PLATE_GLOVES;T1_PLATE_GLOVES_Q3;"Excellent Plate Gloves";1;Excellent;200;36.2;26.5;53;20.9;0;0;"20x T1_BAR"
Warrior;PLATE_GLOVES;T1_PLATE_GLOVES_Q4;"Masterpiece Plate Gloves";1;Masterpiece;300;38;27.8;55.6;21.9;0;0;"20x T1_BAR"
Warrior;PLATE_GLOVES;T2_PLATE_GLOVES;"Plate Gloves";2;Normal;200;39.9;29.2;58.4;23;0;0;"20x T2_BAR"
Warrior;PLATE_GLOVES;T2_PLATE_GLOVES_Q1;"Good Plate Gloves";2;Good;220;41.9;30.7;61.4;24.2;0;0;"20x T2_BAR"
Warrior;PLATE_GLOVES;T2_PLATE_GLOVES_Q2;"Outstanding Plate Gloves";2;Outstanding;250;44;32.2;64.4;25.4;0;0;"20x T2_BAR"
Warrior;PLATE_GLOVES;T2_PLATE_GLOVES_Q3;"Excellent Plate Gloves";2;Excellent;300;46.2;33.8;67.6;26.7;0;0;"20x T2_BAR"
Warrior;PLATE_GLOVES;T2_PLATE_GLOVES_Q4;"Masterpiece Plate Gloves";2;Masterpiece;400;48.5;35.5;71;28;0;0;"20x T2_BAR"
Warrior;PLATE_GLOVES;T3_PLATE_GLOVES;"Plate Gloves";3;Normal;300;50.9;37.3;74.6;29.4;0;0;"20x T3_BAR"
Warrior;PLATE_GLOVES;T3_PLATE_GLOVES_Q1;"Good Plate Gloves";3;Good;320;53.5;39.2;78.3;30.9;0;0;"20x T3_BAR"
Warrior;PLATE_GLOVES;T3_PLATE_GLOVES_Q2;"Outstanding Plate Gloves";3;Outstanding;350;56.2;41.1;82.2;32.4;0;0;"20x T3_BAR"
Warrior;PLATE_GLOVES;T3_PLATE_GLOVES_Q3;"Excellent Plate Gloves";3;Excellent;400;59;43.2;86.3;34;0;0;"20x T3_BAR"
Warrior;PLATE_GLOVES;T3_PLATE_GLOVES_Q4;"Masterpiece Plate Gloves";3;Masterpiece;500;61.9;45.3;90.6;35.7;0;0;"20x T3_BAR"
Warrior;PLATE_GLOVES;T4_PLATE_GLOVES;"Plate Gloves";4;Normal;400;65;47.6;95.2;37.5;0;0;"20x T4_BAR"
Warrior;PLATE_GLOVES;T4_PLATE_GLOVES_Q1;"Good Plate Gloves";4;Good;420;68.3;50;99.9;39.4;0;0;"20x T4_BAR"
Warrior;PLATE_GLOVES;T4_PLATE_GLOVES_Q2;"Outstanding Plate Gloves";4;Outstanding;450;71.7;52.5;104.9;41.3;0;0;"20x T4_BAR"
Warrior;PLATE_GLOVES;T4_PLATE_GLOVES_Q3;"Excellent Plate Gloves";4;Excellent;500;75.3;55.1;110.2;43.4;0;0;"20x T4_BAR"
Warrior;PLATE_GLOVES;T4_PLATE_GLOVES_Q4;"Masterpiece Plate Gloves";4;Masterpiece;600;79;57.8;115.7;45.6;0;0;"20x T4_BAR"
Warrior;PLATE_GLOVES;T5_PLATE_GLOVES;"Plate Gloves";5;Normal;500;83;60.7;121.5;47.9;0;0;"20x T5_BAR"
Warrior;PLATE_GLOVES;T5_PLATE_GLOVES_Q1;"Good Plate Gloves";5;Good;520;87.1;63.8;127.5;50.3;0;0;"20x T5_BAR"
Warrior;PLATE_GLOVES;T5_PLATE_GLOVES_Q2;"Outstanding Plate Gloves";5;Outstanding;550;91.5;67;133.9;52.8;0;0;"20x T5_BAR"
Warrior;PLATE_GLOVES;T5_PLATE_GLOVES_Q3;"Excellent Plate Gloves";5;Excellent;600;96.1;70.3;140.6;55.4;0;0;"20x T5_BAR"
Warrior;PLATE_GLOVES;T5_PLATE_GLOVES_Q4;"Masterpiece Plate Gloves";5;Masterpiece;700;100.9;73.8;147.7;58.2;0;0;"20x T5_BAR"
Warrior;PLATE_GLOVES;T6_PLATE_GLOVES;"Plate Gloves";6;Normal;600;105.9;77.5;155;61.1;0;0;"20x T6_BAR"
Warrior;PLATE_GLOVES;T6_PLATE_GLOVES_Q1;"Good Plate Gloves";6;Good;620;111.2;81.4;162.8;64.1;0;0;"20x T6_BAR"
Warrior;PLATE_GLOVES;T6_PLATE_GLOVES_Q2;"Outstanding Plate Gloves";6;Outstanding;650;116.8;85.5;170.9;67.3;0;0;"20x T6_BAR"
Warrior;PLATE_GLOVES;T6_PLATE_GLOVES_Q3;"Excellent Plate Gloves";6;Excellent;700;122.6;89.7;179.5;70.7;0;0;"20x T6_BAR"
Warrior;PLATE_GLOVES;T6_PLATE_GLOVES_Q4;"Masterpiece Plate Gloves";6;Masterpiece;800;128.7;94.2;188.4;74.2;0;0;"20x T6_BAR"
Warrior;PLATE_GLOVES;T7_PLATE_GLOVES;"Plate Gloves";7;Normal;700;135.2;98.9;197.9;78;0;0;"20x T7_BAR"
Warrior;PLATE_GLOVES;T7_PLATE_GLOVES_Q1;"Good Plate Gloves";7;Good;720;141.9;103.9;207.8;81.9;0;0;"20x T7_BAR"
Warrior;PLATE_GLOVES;T7_PLATE_GLOVES_Q2;"Outstanding Plate Gloves";7;Outstanding;750;149;109.1;218.1;86;0;0;"20x T7_BAR"
Warrior;PLATE_GLOVES;T7_PLATE_GLOVES_Q3;"Excellent Plate Gloves";7;Excellent;800;156.5;114.5;229.1;90.2;0;0;"20x T7_BAR"
Warrior;PLATE_GLOVES;T7_PLATE_GLOVES_Q4;"Masterpiece Plate Gloves";7;Masterpiece;900;164.3;120.3;240.5;94.8;0;0;"20x T7_BAR"
Warrior;PLATE_GLOVES;T8_PLATE_GLOVES;"Plate Gloves";8;Normal;800;172.5;126.3;252.5;99.5;0;0;"20x T8_BAR"
Warrior;PLATE_GLOVES;T8_PLATE_GLOVES_Q1;"Good Plate Gloves";8;Good;820;181.2;132.6;265.2;104.5;0;0;"20x T8_BAR"
Warrior;PLATE_GLOVES;T8_PLATE_GLOVES_Q2;"Outstanding Plate Gloves";8;Outstanding;850;190.2;139.2;278.4;109.7;0;0;"20x T8_BAR"
Warrior;PLATE_GLOVES;T8_PLATE_GLOVES_Q3;"Excellent Plate Gloves";8;Excellent;900;199.7;146.2;292.3;115.2;0;0;"20x T8_BAR"
Warrior;PLATE_GLOVES;T8_PLATE_GLOVES_Q4;"Masterpiece Plate Gloves";8;Masterpiece;1000;209.7;153.5;307;120.9;0;0;"20x T8_BAR"
Warrior;PLATE_GLOVES;T9_PLATE_GLOVES;"Plate Gloves";9;Normal;900;220.2;161.2;322.3;127;0;0;"20x T9_BAR"
Warrior;PLATE_GLOVES;T9_PLATE_GLOVES_Q1;"Good Plate Gloves";9;Good;920;231.2;169.2;338.4;133.3;0;0;"20x T9_BAR"
Warrior;PLATE_GLOVES;T9_PLATE_GLOVES_Q2;"Outstanding Plate Gloves";9;Outstanding;950;242.8;177.7;355.3;140;0;0;"20x T9_BAR"
Warrior;PLATE_GLOVES;T9_PLATE_GLOVES_Q3;"Excellent Plate Gloves";9;Excellent;1000;254.9;186.6;373.1;147;0;0;"20x T9_BAR"
Warrior;PLATE_GLOVES;T9_PLATE_GLOVES_Q4;"Masterpiece Plate Gloves";9;Masterpiece;1100;267.7;195.9;391.8;154.4;0;0;"20x T9_BAR"
Warrior;PLATE_GLOVES;T10_PLATE_GLOVES;"Plate Gloves";10;Normal;1000;281;205.7;411.4;162.1;0;0;"20x T10_BAR"
Warrior;PLATE_GLOVES;T10_PLATE_GLOVES_Q1;"Good Plate Gloves";10;Good;1020;295.1;216;431.9;170.2;0;0;"20x T10_BAR"
Warrior;PLATE_GLOVES;T10_PLATE_GLOVES_Q2;"Outstanding Plate Gloves";10;Outstanding;1050;309.8;226.8;453.5;178.7;0;0;"20x T10_BAR"
Warrior;PLATE_GLOVES;T10_PLATE_GLOVES_Q3;"Excellent Plate Gloves";10;Excellent;1100;325.3;238.1;476.2;187.6;0;0;"20x T10_BAR"
Warrior;PLATE_GLOVES;T10_PLATE_GLOVES_Q4;"Masterpiece Plate Gloves";10;Masterpiece;1200;341.6;250;500;197;0;0;"20x T10_BAR"
Warrior;PLATE_CAPE;T1_PLATE_CAPE;"Plate Cape";1;Normal;100;15.6;0;0;9;0;0;"20x T1_BAR + 1x T1_CREST"
Warrior;PLATE_CAPE;T1_PLATE_CAPE_Q1;"Good Plate Cape";1;Good;120;16.4;0;0;9.5;0;0;"20x T1_BAR + 1x T1_CREST"
Warrior;PLATE_CAPE;T1_PLATE_CAPE_Q2;"Outstanding Plate Cape";1;Outstanding;150;17.2;0;0;9.9;0;0;"20x T1_BAR + 1x T1_CREST"
Warrior;PLATE_CAPE;T1_PLATE_CAPE_Q3;"Excellent Plate Cape";1;Excellent;200;18.1;0;0;10.4;0;0;"20x T1_BAR + 1x T1_CREST"
Warrior;PLATE_CAPE;T1_PLATE_CAPE_Q4;"Masterpiece Plate Cape";1;Masterpiece;300;19;0;0;11;0;0;"20x T1_BAR + 1x T1_CREST"
Warrior;PLATE_CAPE;T2_PLATE_CAPE;"Plate Cape";2;Normal;200;20;0;0;11.5;0;0;"20x T2_BAR + 1x T2_CREST"
Warrior;PLATE_CAPE;T2_PLATE_CAPE_Q1;"Good Plate Cape";2;Good;220;21;0;0;12.1;0;0;"20x T2_BAR + 1x T2_CREST"
Warrior;PLATE_CAPE;T2_PLATE_CAPE_Q2;"Outstanding Plate Cape";2;Outstanding;250;22;0;0;12.7;0;0;"20x T2_BAR + 1x T2_CREST"
Warrior;PLATE_CAPE;T2_PLATE_CAPE_Q3;"Excellent Plate Cape";2;Excellent;300;23.1;0;0;13.3;0;0;"20x T2_BAR + 1x T2_CREST"
Warrior;PLATE_CAPE;T2_PLATE_CAPE_Q4;"Masterpiece Plate Cape";2;Masterpiece;400;24.3;0;0;14;0;0;"20x T2_BAR + 1x T2_CREST"
Warrior;PLATE_CAPE;T3_PLATE_CAPE;"Plate Cape";3;Normal;300;25.5;0;0;14.7;0;0;"20x T3_BAR + 1x T3_CREST"
Warrior;PLATE_CAPE;T3_PLATE_CAPE_Q1;"Good Plate Cape";3;Good;320;26.7;0;0;15.4;0;0;"20x T3_BAR + 1x T3_CREST"
Warrior;PLATE_CAPE;T3_PLATE_CAPE_Q2;"Outstanding Plate Cape";3;Outstanding;350;28.1;0;0;16.2;0;0;"20x T3_BAR + 1x T3_CREST"
Warrior;PLATE_CAPE;T3_PLATE_CAPE_Q3;"Excellent Plate Cape";3;Excellent;400;29.5;0;0;17;0;0;"20x T3_BAR + 1x T3_CREST"
Warrior;PLATE_CAPE;T3_PLATE_CAPE_Q4;"Masterpiece Plate Cape";3;Masterpiece;500;31;0;0;17.9;0;0;"20x T3_BAR + 1x T3_CREST"
Warrior;PLATE_CAPE;T4_PLATE_CAPE;"Plate Cape";4;Normal;400;32.5;0;0;18.7;0;0;"20x T4_BAR + 1x T4_CREST"
Warrior;PLATE_CAPE;T4_PLATE_CAPE_Q1;"Good Plate Cape";4;Good;420;34.1;0;0;19.7;0;0;"20x T4_BAR + 1x T4_CREST"
Warrior;PLATE_CAPE;T4_PLATE_CAPE_Q2;"Outstanding Plate Cape";4;Outstanding;450;35.8;0;0;20.7;0;0;"20x T4_BAR + 1x T4_CREST"
Warrior;PLATE_CAPE;T4_PLATE_CAPE_Q3;"Excellent Plate Cape";4;Excellent;500;37.6;0;0;21.7;0;0;"20x T4_BAR + 1x T4_CREST"
Warrior;PLATE_CAPE;T4_PLATE_CAPE_Q4;"Masterpiece Plate Cape";4;Masterpiece;600;39.5;0;0;22.8;0;0;"20x T4_BAR + 1x T4_CREST"
Warrior;PLATE_CAPE;T5_PLATE_CAPE;"Plate Cape";5;Normal;500;41.5;0;0;23.9;0;0;"20x T5_BAR + 1x T5_CREST"
Warrior;PLATE_CAPE;T5_PLATE_CAPE_Q1;"Good Plate Cape";5;Good;520;43.6;0;0;25.1;0;0;"20x T5_BAR + 1x T5_CREST"
Warrior;PLATE_CAPE;T5_PLATE_CAPE_Q2;"Outstanding Plate Cape";5;Outstanding;550;45.7;0;0;26.4;0;0;"20x T5_BAR + 1x T5_CREST"
Warrior;PLATE_CAPE;T5_PLATE_CAPE_Q3;"Excellent Plate Cape";5;Excellent;600;48;0;0;27.7;0;0;"20x T5_BAR + 1x T5_CREST"
Warrior;PLATE_CAPE;T5_PLATE_CAPE_Q4;"Masterpiece Plate Cape";5;Masterpiece;700;50.4;0;0;29.1;0;0;"20x T5_BAR + 1x T5_CREST"
Warrior;PLATE_CAPE;T6_PLATE_CAPE;"Plate Cape";6;Normal;600;53;0;0;30.5;0;0;"20x T6_BAR + 1x T6_CREST"
Warrior;PLATE_CAPE;T6_PLATE_CAPE_Q1;"Good Plate Cape";6;Good;620;55.6;0;0;32.1;0;0;"20x T6_BAR + 1x T6_CREST"
Warrior;PLATE_CAPE;T6_PLATE_CAPE_Q2;"Outstanding Plate Cape";6;Outstanding;650;58.4;0;0;33.7;0;0;"20x T6_BAR + 1x T6_CREST"
Warrior;PLATE_CAPE;T6_PLATE_CAPE_Q3;"Excellent Plate Cape";6;Excellent;700;61.3;0;0;35.4;0;0;"20x T6_BAR + 1x T6_CREST"
Warrior;PLATE_CAPE;T6_PLATE_CAPE_Q4;"Masterpiece Plate Cape";6;Masterpiece;800;64.4;0;0;37.1;0;0;"20x T6_BAR + 1x T6_CREST"
Warrior;PLATE_CAPE;T7_PLATE_CAPE;"Plate Cape";7;Normal;700;67.6;0;0;39;0;0;"20x T7_BAR + 1x T7_CREST"
Warrior;PLATE_CAPE;T7_PLATE_CAPE_Q1;"Good Plate Cape";7;Good;720;71;0;0;40.9;0;0;"20x T7_BAR + 1x T7_CREST"
Warrior;PLATE_CAPE;T7_PLATE_CAPE_Q2;"Outstanding Plate Cape";7;Outstanding;750;74.5;0;0;43;0;0;"20x T7_BAR + 1x T7_CREST"
Warrior;PLATE_CAPE;T7_PLATE_CAPE_Q3;"Excellent Plate Cape";7;Excellent;800;78.2;0;0;45.1;0;0;"20x T7_BAR + 1x T7_CREST"
Warrior;PLATE_CAPE;T7_PLATE_CAPE_Q4;"Masterpiece Plate Cape";7;Masterpiece;900;82.2;0;0;47.4;0;0;"20x T7_BAR + 1x T7_CREST"
Warrior;PLATE_CAPE;T8_PLATE_CAPE;"Plate Cape";8;Normal;800;86.3;0;0;49.7;0;0;"20x T8_BAR + 1x T8_CREST"
Warrior;PLATE_CAPE;T8_PLATE_CAPE_Q1;"Good Plate Cape";8;Good;820;90.6;0;0;52.2;0;0;"20x T8_BAR + 1x T8_CREST"
Warrior;PLATE_CAPE;T8_PLATE_CAPE_Q2;"Outstanding Plate Cape";8;Outstanding;850;95.1;0;0;54.8;0;0;"20x T8_BAR + 1x T8_CREST"
Warrior;PLATE_CAPE;T8_PLATE_CAPE_Q3;"Excellent Plate Cape";8;Excellent;900;99.9;0;0;57.6;0;0;"20x T8_BAR + 1x T8_CREST"
Warrior;PLATE_CAPE;T8_PLATE_CAPE_Q4;"Masterpiece Plate Cape";8;Masterpiece;1000;104.9;0;0;60.5;0;0;"20x T8_BAR + 1x T8_CREST"
Warrior;PLATE_CAPE;T9_PLATE_CAPE;"Plate Cape";9;Normal;900;110.1;0;0;63.5;0;0;"20x T9_BAR + 1x T9_CREST"
Warrior;PLATE_CAPE;T9_PLATE_CAPE_Q1;"Good Plate Cape";9;Good;920;115.6;0;0;66.7;0;0;"20x T9_BAR + 1x T9_CREST"
Warrior;PLATE_CAPE;T9_PLATE_CAPE_Q2;"Outstanding Plate Cape";9;Outstanding;950;121.4;0;0;70;0;0;"20x T9_BAR + 1x T9_CREST"
Warrior;PLATE_CAPE;T9_PLATE_CAPE_Q3;"Excellent Plate Cape";9;Excellent;1000;127.5;0;0;73.5;0;0;"20x T9_BAR + 1x T9_CREST"
Warrior;PLATE_CAPE;T9_PLATE_CAPE_Q4;"Masterpiece Plate Cape";9;Masterpiece;1100;133.8;0;0;77.2;0;0;"20x T9_BAR + 1x T9_CREST"
Warrior;PLATE_CAPE;T10_PLATE_CAPE;"Plate Cape";10;Normal;1000;140.5;0;0;81;0;0;"20x T10_BAR + 1x T10_CREST"
Warrior;PLATE_CAPE;T10_PLATE_CAPE_Q1;"Good Plate Cape";10;Good;1020;147.5;0;0;85.1;0;0;"20x T10_BAR + 1x T10_CREST"
Warrior;PLATE_CAPE;T10_PLATE_CAPE_Q2;"Outstanding Plate Cape";10;Outstanding;1050;154.9;0;0;89.3;0;0;"20x T10_BAR + 1x T10_CREST"
Warrior;PLATE_CAPE;T10_PLATE_CAPE_Q3;"Excellent Plate Cape";10;Excellent;1100;162.7;0;0;93.8;0;0;"20x T10_BAR + 1x T10_CREST"
Warrior;PLATE_CAPE;T10_PLATE_CAPE_Q4;"Masterpiece Plate Cape";10;Masterpiece;1200;170.8;0;0;98.5;0;0;"20x T10_BAR + 1x T10_CREST"
Hunter;BOW;T1_BOW;"Bow";1;Normal;100;70.4;0;0;28.7;0;0;"20x T1_PLANK"
Hunter;BOW;T1_BOW_Q1;"Good Bow";1;Good;120;73.9;0;0;30.2;0;0;"20x T1_PLANK"
