"Rune ID","Name","Tier","Stars","Rarity","Activity","Effect Type","Bonus Value (%)","Description"
"T2_RUNE_HERB_COPY_3STAR","T2 Herbalism Rune of Duplication (3 Star)","2","3","Legendary","Herbalism","Duplication","4.28","Increases Herbalism Duplication by 4.28%"
"T3_RUNE_HERB_COPY_1STAR","T3 Herbalism Rune of Duplication (1 Star)","3","1","Common","Herbalism","Duplication","4.93","Increases Herbalism Duplication by 4.93%"
"T3_RUNE_HERB_COPY_2STAR","T3 Herbalism Rune of Duplication (2 Star)","3","2","Rare","Herbalism","Duplication","5.59","Increases Herbalism Duplication by 5.59%"
"T3_RUNE_HERB_COPY_3STAR","T3 Herbalism Rune of Duplication (3 Star)","3","3","Legendary","Herbalism","Duplication","6.24","Increases Herbalism Duplication by 6.24%"
"T4_RUNE_HERB_COPY_1STAR","T4 Herbalism Rune of Duplication (1 Star)","4","1","Common","Herbalism","Duplication","6.9","Increases Herbalism Duplication by 6.9%"
"T4_RUNE_HERB_COPY_2STAR","T4 Herbalism Rune of Duplication (2 Star)","4","2","Rare","Herbalism","Duplication","7.55","Increases Herbalism Duplication by 7.55%"
"T4_RUNE_HERB_COPY_3STAR","T4 Herbalism Rune of Duplication (3 Star)","4","3","Legendary","Herbalism","Duplication","8.21","Increases Herbalism Duplication by 8.21%"
"T5_RUNE_HERB_COPY_1STAR","T5 Herbalism Rune of Duplication (1 Star)","5","1","Common","Herbalism","Duplication","8.86","Increases Herbalism Duplication by 8.86%"
"T5_RUNE_HERB_COPY_2STAR","T5 Herbalism Rune of Duplication (2 Star)","5","2","Rare","Herbalism","Duplication","9.52","Increases Herbalism Duplication by 9.52%"
"T5_RUNE_HERB_COPY_3STAR","T5 Herbalism Rune of Duplication (3 Star)","5","3","Legendary","Herbalism","Duplication","10.17","Increases Herbalism Duplication by 10.17%"
"T6_RUNE_HERB_COPY_1STAR","T6 Herbalism Rune of Duplication (1 Star)","6","1","Common","Herbalism","Duplication","10.83","Increases Herbalism Duplication by 10.83%"
"T6_RUNE_HERB_COPY_2STAR","T6 Herbalism Rune of Duplication (2 Star)","6","2","Rare","Herbalism","Duplication","11.48","Increases Herbalism Duplication by 11.48%"
"T6_RUNE_HERB_COPY_3STAR","T6 Herbalism Rune of Duplication (3 Star)","6","3","Legendary","Herbalism","Duplication","12.14","Increases Herbalism Duplication by 12.14%"
"T7_RUNE_HERB_COPY_1STAR","T7 Herbalism Rune of Duplication (1 Star)","7","1","Common","Herbalism","Duplication","12.79","Increases Herbalism Duplication by 12.79%"
"T7_RUNE_HERB_COPY_2STAR","T7 Herbalism Rune of Duplication (2 Star)","7","2","Rare","Herbalism","Duplication","13.45","Increases Herbalism Duplication by 13.45%"
"T7_RUNE_HERB_COPY_3STAR","T7 Herbalism Rune of Duplication (3 Star)","7","3","Legendary","Herbalism","Duplication","14.1","Increases Herbalism Duplication by 14.1%"
"T8_RUNE_HERB_COPY_1STAR","T8 Herbalism Rune of Duplication (1 Star)","8","1","Common","Herbalism","Duplication","14.76","Increases Herbalism Duplication by 14.76%"
"T8_RUNE_HERB_COPY_2STAR","T8 Herbalism Rune of Duplication (2 Star)","8","2","Rare","Herbalism","Duplication","15.41","Increases Herbalism Duplication by 15.41%"
"T8_RUNE_HERB_COPY_3STAR","T8 Herbalism Rune of Duplication (3 Star)","8","3","Legendary","Herbalism","Duplication","16.07","Increases Herbalism Duplication by 16.07%"
"T9_RUNE_HERB_COPY_1STAR","T9 Herbalism Rune of Duplication (1 Star)","9","1","Common","Herbalism","Duplication","16.72","Increases Herbalism Duplication by 16.72%"
"T9_RUNE_HERB_COPY_2STAR","T9 Herbalism Rune of Duplication (2 Star)","9","2","Rare","Herbalism","Duplication","17.38","Increases Herbalism Duplication by 17.38%"
"T9_RUNE_HERB_COPY_3STAR","T9 Herbalism Rune of Duplication (3 Star)","9","3","Legendary","Herbalism","Duplication","18.03","Increases Herbalism Duplication by 18.03%"
"T10_RUNE_HERB_COPY_1STAR","T10 Herbalism Rune of Duplication (1 Star)","10","1","Common","Herbalism","Duplication","18.69","Increases Herbalism Duplication by 18.69%"
"T10_RUNE_HERB_COPY_2STAR","T10 Herbalism Rune of Duplication (2 Star)","10","2","Rare","Herbalism","Duplication","19.34","Increases Herbalism Duplication by 19.34%"
"T10_RUNE_HERB_COPY_3STAR","T10 Herbalism Rune of Duplication (3 Star)","10","3","Legendary","Herbalism","Duplication","20","Increases Herbalism Duplication by 20%"
"T1_RUNE_HERB_SPEED_1STAR","T1 Herbalism Rune of Auto-Refine (1 Star)","1","1","Common","Herbalism","Auto-Refine","1","Chance to automatically refine gathered materials by 1%"
"T1_RUNE_HERB_SPEED_2STAR","T1 Herbalism Rune of Auto-Refine (2 Star)","1","2","Rare","Herbalism","Auto-Refine","1.66","Chance to automatically refine gathered materials by 1.66%"
"T1_RUNE_HERB_SPEED_3STAR","T1 Herbalism Rune of Auto-Refine (3 Star)","1","3","Legendary","Herbalism","Auto-Refine","2.31","Chance to automatically refine gathered materials by 2.31%"
"T2_RUNE_HERB_SPEED_1STAR","T2 Herbalism Rune of Auto-Refine (1 Star)","2","1","Common","Herbalism","Auto-Refine","2.97","Chance to automatically refine gathered materials by 2.97%"
"T2_RUNE_HERB_SPEED_2STAR","T2 Herbalism Rune of Auto-Refine (2 Star)","2","2","Rare","Herbalism","Auto-Refine","3.62","Chance to automatically refine gathered materials by 3.62%"
"T2_RUNE_HERB_SPEED_3STAR","T2 Herbalism Rune of Auto-Refine (3 Star)","2","3","Legendary","Herbalism","Auto-Refine","4.28","Chance to automatically refine gathered materials by 4.28%"
"T3_RUNE_HERB_SPEED_1STAR","T3 Herbalism Rune of Auto-Refine (1 Star)","3","1","Common","Herbalism","Auto-Refine","4.93","Chance to automatically refine gathered materials by 4.93%"
"T3_RUNE_HERB_SPEED_2STAR","T3 Herbalism Rune of Auto-Refine (2 Star)","3","2","Rare","Herbalism","Auto-Refine","5.59","Chance to automatically refine gathered materials by 5.59%"
"T3_RUNE_HERB_SPEED_3STAR","T3 Herbalism Rune of Auto-Refine (3 Star)","3","3","Legendary","Herbalism","Auto-Refine","6.24","Chance to automatically refine gathered materials by 6.24%"
"T4_RUNE_HERB_SPEED_1STAR","T4 Herbalism Rune of Auto-Refine (1 Star)","4","1","Common","Herbalism","Auto-Refine","6.9","Chance to automatically refine gathered materials by 6.9%"
"T4_RUNE_HERB_SPEED_2STAR","T4 Herbalism Rune of Auto-Refine (2 Star)","4","2","Rare","Herbalism","Auto-Refine","7.55","Chance to automatically refine gathered materials by 7.55%"
"T4_RUNE_HERB_SPEED_3STAR","T4 Herbalism Rune of Auto-Refine (3 Star)","4","3","Legendary","Herbalism","Auto-Refine","8.21","Chance to automatically refine gathered materials by 8.21%"
"T5_RUNE_HERB_SPEED_1STAR","T5 Herbalism Rune of Auto-Refine (1 Star)","5","1","Common","Herbalism","Auto-Refine","8.86","Chance to automatically refine gathered materials by 8.86%"
"T5_RUNE_HERB_SPEED_2STAR","T5 Herbalism Rune of Auto-Refine (2 Star)","5","2","Rare","Herbalism","Auto-Refine","9.52","Chance to automatically refine gathered materials by 9.52%"
"T5_RUNE_HERB_SPEED_3STAR","T5 Herbalism Rune of Auto-Refine (3 Star)","5","3","Legendary","Herbalism","Auto-Refine","10.17","Chance to automatically refine gathered materials by 10.17%"
"T6_RUNE_HERB_SPEED_1STAR","T6 Herbalism Rune of Auto-Refine (1 Star)","6","1","Common","Herbalism","Auto-Refine","10.83","Chance to automatically refine gathered materials by 10.83%"
"T6_RUNE_HERB_SPEED_2STAR","T6 Herbalism Rune of Auto-Refine (2 Star)","6","2","Rare","Herbalism","Auto-Refine","11.48","Chance to automatically refine gathered materials by 11.48%"
"T6_RUNE_HERB_SPEED_3STAR","T6 Herbalism Rune of Auto-Refine (3 Star)","6","3","Legendary","Herbalism","Auto-Refine","12.14","Chance to automatically refine gathered materials by 12.14%"
"T7_RUNE_HERB_SPEED_1STAR","T7 Herbalism Rune of Auto-Refine (1 Star)","7","1","Common","Herbalism","Auto-Refine","12.79","Chance to automatically refine gathered materials by 12.79%"
"T7_RUNE_HERB_SPEED_2STAR","T7 Herbalism Rune of Auto-Refine (2 Star)","7","2","Rare","Herbalism","Auto-Refine","13.45","Chance to automatically refine gathered materials by 13.45%"
"T7_RUNE_HERB_SPEED_3STAR","T7 Herbalism Rune of Auto-Refine (3 Star)","7","3","Legendary","Herbalism","Auto-Refine","14.1","Chance to automatically refine gathered materials by 14.1%"
"T8_RUNE_HERB_SPEED_1STAR","T8 Herbalism Rune of Auto-Refine (1 Star)","8","1","Common","Herbalism","Auto-Refine","14.76","Chance to automatically refine gathered materials by 14.76%"
"T8_RUNE_HERB_SPEED_2STAR","T8 Herbalism Rune of Auto-Refine (2 Star)","8","2","Rare","Herbalism","Auto-Refine","15.41","Chance to automatically refine gathered materials by 15.41%"
"T8_RUNE_HERB_SPEED_3STAR","T8 Herbalism Rune of Auto-Refine (3 Star)","8","3","Legendary","Herbalism","Auto-Refine","16.07","Chance to automatically refine gathered materials by 16.07%"
"T9_RUNE_HERB_SPEED_1STAR","T9 Herbalism Rune of Auto-Refine (1 Star)","9","1","Common","Herbalism","Auto-Refine","16.72","Chance to automatically refine gathered materials by 16.72%"
"T9_RUNE_HERB_SPEED_2STAR","T9 Herbalism Rune of Auto-Refine (2 Star)","9","2","Rare","Herbalism","Auto-Refine","17.38","Chance to automatically refine gathered materials by 17.38%"
"T9_RUNE_HERB_SPEED_3STAR","T9 Herbalism Rune of Auto-Refine (3 Star)","9","3","Legendary","Herbalism","Auto-Refine","18.03","Chance to automatically refine gathered materials by 18.03%"
"T10_RUNE_HERB_SPEED_1STAR","T10 Herbalism Rune of Auto-Refine (1 Star)","10","1","Common","Herbalism","Auto-Refine","18.69","Chance to automatically refine gathered materials by 18.69%"
"T10_RUNE_HERB_SPEED_2STAR","T10 Herbalism Rune of Auto-Refine (2 Star)","10","2","Rare","Herbalism","Auto-Refine","19.34","Chance to automatically refine gathered materials by 19.34%"
"T10_RUNE_HERB_SPEED_3STAR","T10 Herbalism Rune of Auto-Refine (3 Star)","10","3","Legendary","Herbalism","Auto-Refine","20","Chance to automatically refine gathered materials by 20%"
"T1_RUNE_FISH_XP_1STAR","T1 Fishing Rune of XP (1 Star)","1","1","Common","Fishing","XP","1","Increases Fishing XP by 1%"
"T1_RUNE_FISH_XP_2STAR","T1 Fishing Rune of XP (2 Star)","1","2","Rare","Fishing","XP","1.66","Increases Fishing XP by 1.66%"
"T1_RUNE_FISH_XP_3STAR","T1 Fishing Rune of XP (3 Star)","1","3","Legendary","Fishing","XP","2.31","Increases Fishing XP by 2.31%"
"T2_RUNE_FISH_XP_1STAR","T2 Fishing Rune of XP (1 Star)","2","1","Common","Fishing","XP","2.97","Increases Fishing XP by 2.97%"
"T2_RUNE_FISH_XP_2STAR","T2 Fishing Rune of XP (2 Star)","2","2","Rare","Fishing","XP","3.62","Increases Fishing XP by 3.62%"
"T2_RUNE_FISH_XP_3STAR","T2 Fishing Rune of XP (3 Star)","2","3","Legendary","Fishing","XP","4.28","Increases Fishing XP by 4.28%"
"T3_RUNE_FISH_XP_1STAR","T3 Fishing Rune of XP (1 Star)","3","1","Common","Fishing","XP","4.93","Increases Fishing XP by 4.93%"
"T3_RUNE_FISH_XP_2STAR","T3 Fishing Rune of XP (2 Star)","3","2","Rare","Fishing","XP","5.59","Increases Fishing XP by 5.59%"
"T3_RUNE_FISH_XP_3STAR","T3 Fishing Rune of XP (3 Star)","3","3","Legendary","Fishing","XP","6.24","Increases Fishing XP by 6.24%"
"T4_RUNE_FISH_XP_1STAR","T4 Fishing Rune of XP (1 Star)","4","1","Common","Fishing","XP","6.9","Increases Fishing XP by 6.9%"
"T4_RUNE_FISH_XP_2STAR","T4 Fishing Rune of XP (2 Star)","4","2","Rare","Fishing","XP","7.55","Increases Fishing XP by 7.55%"
"T4_RUNE_FISH_XP_3STAR","T4 Fishing Rune of XP (3 Star)","4","3","Legendary","Fishing","XP","8.21","Increases Fishing XP by 8.21%"
"T5_RUNE_FISH_XP_1STAR","T5 Fishing Rune of XP (1 Star)","5","1","Common","Fishing","XP","8.86","Increases Fishing XP by 8.86%"
"T5_RUNE_FISH_XP_2STAR","T5 Fishing Rune of XP (2 Star)","5","2","Rare","Fishing","XP","9.52","Increases Fishing XP by 9.52%"
"T5_RUNE_FISH_XP_3STAR","T5 Fishing Rune of XP (3 Star)","5","3","Legendary","Fishing","XP","10.17","Increases Fishing XP by 10.17%"
"T6_RUNE_FISH_XP_1STAR","T6 Fishing Rune of XP (1 Star)","6","1","Common","Fishing","XP","10.83","Increases Fishing XP by 10.83%"
"T6_RUNE_FISH_XP_2STAR","T6 Fishing Rune of XP (2 Star)","6","2","Rare","Fishing","XP","11.48","Increases Fishing XP by 11.48%"
"T6_RUNE_FISH_XP_3STAR","T6 Fishing Rune of XP (3 Star)","6","3","Legendary","Fishing","XP","12.14","Increases Fishing XP by 12.14%"
"T7_RUNE_FISH_XP_1STAR","T7 Fishing Rune of XP (1 Star)","7","1","Common","Fishing","XP","12.79","Increases Fishing XP by 12.79%"
"T7_RUNE_FISH_XP_2STAR","T7 Fishing Rune of XP (2 Star)","7","2","Rare","Fishing","XP","13.45","Increases Fishing XP by 13.45%"
"T7_RUNE_FISH_XP_3STAR","T7 Fishing Rune of XP (3 Star)","7","3","Legendary","Fishing","XP","14.1","Increases Fishing XP by 14.1%"
"T8_RUNE_FISH_XP_1STAR","T8 Fishing Rune of XP (1 Star)","8","1","Common","Fishing","XP","14.76","Increases Fishing XP by 14.76%"
"T8_RUNE_FISH_XP_2STAR","T8 Fishing Rune of XP (2 Star)","8","2","Rare","Fishing","XP","15.41","Increases Fishing XP by 15.41%"
"T8_RUNE_FISH_XP_3STAR","T8 Fishing Rune of XP (3 Star)","8","3","Legendary","Fishing","XP","16.07","Increases Fishing XP by 16.07%"
"T9_RUNE_FISH_XP_1STAR","T9 Fishing Rune of XP (1 Star)","9","1","Common","Fishing","XP","16.72","Increases Fishing XP by 16.72%"
"T9_RUNE_FISH_XP_2STAR","T9 Fishing Rune of XP (2 Star)","9","2","Rare","Fishing","XP","17.38","Increases Fishing XP by 17.38%"
"T9_RUNE_FISH_XP_3STAR","T9 Fishing Rune of XP (3 Star)","9","3","Legendary","Fishing","XP","18.03","Increases Fishing XP by 18.03%"
"T10_RUNE_FISH_XP_1STAR","T10 Fishing Rune of XP (1 Star)","10","1","Common","Fishing","XP","18.69","Increases Fishing XP by 18.69%"
"T10_RUNE_FISH_XP_2STAR","T10 Fishing Rune of XP (2 Star)","10","2","Rare","Fishing","XP","19.34","Increases Fishing XP by 19.34%"
"T10_RUNE_FISH_XP_3STAR","T10 Fishing Rune of XP (3 Star)","10","3","Legendary","Fishing","XP","20","Increases Fishing XP by 20%"
"T1_RUNE_FISH_COPY_1STAR","T1 Fishing Rune of Duplication (1 Star)","1","1","Common","Fishing","Duplication","1","Increases Fishing Duplication by 1%"
"T1_RUNE_FISH_COPY_2STAR","T1 Fishing Rune of Duplication (2 Star)","1","2","Rare","Fishing","Duplication","1.66","Increases Fishing Duplication by 1.66%"
"T1_RUNE_FISH_COPY_3STAR","T1 Fishing Rune of Duplication (3 Star)","1","3","Legendary","Fishing","Duplication","2.31","Increases Fishing Duplication by 2.31%"
"T2_RUNE_FISH_COPY_1STAR","T2 Fishing Rune of Duplication (1 Star)","2","1","Common","Fishing","Duplication","2.97","Increases Fishing Duplication by 2.97%"
"T2_RUNE_FISH_COPY_2STAR","T2 Fishing Rune of Duplication (2 Star)","2","2","Rare","Fishing","Duplication","3.62","Increases Fishing Duplication by 3.62%"
"T2_RUNE_FISH_COPY_3STAR","T2 Fishing Rune of Duplication (3 Star)","2","3","Legendary","Fishing","Duplication","4.28","Increases Fishing Duplication by 4.28%"
"T3_RUNE_FISH_COPY_1STAR","T3 Fishing Rune of Duplication (1 Star)","3","1","Common","Fishing","Duplication","4.93","Increases Fishing Duplication by 4.93%"
"T3_RUNE_FISH_COPY_2STAR","T3 Fishing Rune of Duplication (2 Star)","3","2","Rare","Fishing","Duplication","5.59","Increases Fishing Duplication by 5.59%"
"T3_RUNE_FISH_COPY_3STAR","T3 Fishing Rune of Duplication (3 Star)","3","3","Legendary","Fishing","Duplication","6.24","Increases Fishing Duplication by 6.24%"
"T4_RUNE_FISH_COPY_1STAR","T4 Fishing Rune of Duplication (1 Star)","4","1","Common","Fishing","Duplication","6.9","Increases Fishing Duplication by 6.9%"
"T4_RUNE_FISH_COPY_2STAR","T4 Fishing Rune of Duplication (2 Star)","4","2","Rare","Fishing","Duplication","7.55","Increases Fishing Duplication by 7.55%"
"T4_RUNE_FISH_COPY_3STAR","T4 Fishing Rune of Duplication (3 Star)","4","3","Legendary","Fishing","Duplication","8.21","Increases Fishing Duplication by 8.21%"
"T5_RUNE_FISH_COPY_1STAR","T5 Fishing Rune of Duplication (1 Star)","5","1","Common","Fishing","Duplication","8.86","Increases Fishing Duplication by 8.86%"
"T5_RUNE_FISH_COPY_2STAR","T5 Fishing Rune of Duplication (2 Star)","5","2","Rare","Fishing","Duplication","9.52","Increases Fishing Duplication by 9.52%"
"T5_RUNE_FISH_COPY_3STAR","T5 Fishing Rune of Duplication (3 Star)","5","3","Legendary","Fishing","Duplication","10.17","Increases Fishing Duplication by 10.17%"
"T6_RUNE_FISH_COPY_1STAR","T6 Fishing Rune of Duplication (1 Star)","6","1","Common","Fishing","Duplication","10.83","Increases Fishing Duplication by 10.83%"
"T6_RUNE_FISH_COPY_2STAR","T6 Fishing Rune of Duplication (2 Star)","6","2","Rare","Fishing","Duplication","11.48","Increases Fishing Duplication by 11.48%"
"T6_RUNE_FISH_COPY_3STAR","T6 Fishing Rune of Duplication (3 Star)","6","3","Legendary","Fishing","Duplication","12.14","Increases Fishing Duplication by 12.14%"
"T7_RUNE_FISH_COPY_1STAR","T7 Fishing Rune of Duplication (1 Star)","7","1","Common","Fishing","Duplication","12.79","Increases Fishing Duplication by 12.79%"
"T7_RUNE_FISH_COPY_2STAR","T7 Fishing Rune of Duplication (2 Star)","7","2","Rare","Fishing","Duplication","13.45","Increases Fishing Duplication by 13.45%"
"T7_RUNE_FISH_COPY_3STAR","T7 Fishing Rune of Duplication (3 Star)","7","3","Legendary","Fishing","Duplication","14.1","Increases Fishing Duplication by 14.1%"
"T8_RUNE_FISH_COPY_1STAR","T8 Fishing Rune of Duplication (1 Star)","8","1","Common","Fishing","Duplication","14.76","Increases Fishing Duplication by 14.76%"
"T8_RUNE_FISH_COPY_2STAR","T8 Fishing Rune of Duplication (2 Star)","8","2","Rare","Fishing","Duplication","15.41","Increases Fishing Duplication by 15.41%"
"T8_RUNE_FISH_COPY_3STAR","T8 Fishing Rune of Duplication (3 Star)","8","3","Legendary","Fishing","Duplication","16.07","Increases Fishing Duplication by 16.07%"
"T9_RUNE_FISH_COPY_1STAR","T9 Fishing Rune of Duplication (1 Star)","9","1","Common","Fishing","Duplication","16.72","Increases Fishing Duplication by 16.72%"
"T9_RUNE_FISH_COPY_2STAR","T9 Fishing Rune of Duplication (2 Star)","9","2","Rare","Fishing","Duplication","17.38","Increases Fishing Duplication by 17.38%"
"T9_RUNE_FISH_COPY_3STAR","T9 Fishing Rune of Duplication (3 Star)","9","3","Legendary","Fishing","Duplication","18.03","Increases Fishing Duplication by 18.03%"
"T10_RUNE_FISH_COPY_1STAR","T10 Fishing Rune of Duplication (1 Star)","10","1","Common","Fishing","Duplication","18.69","Increases Fishing Duplication by 18.69%"
"T10_RUNE_FISH_COPY_2STAR","T10 Fishing Rune of Duplication (2 Star)","10","2","Rare","Fishing","Duplication","19.34","Increases Fishing Duplication by 19.34%"
"T10_RUNE_FISH_COPY_3STAR","T10 Fishing Rune of Duplication (3 Star)","10","3","Legendary","Fishing","Duplication","20","Increases Fishing Duplication by 20%"
"T1_RUNE_FISH_SPEED_1STAR","T1 Fishing Rune of Auto-Cooking (1 Star)","1","1","Common","Fishing","Auto-Cooking","1","Chance to automatically cook raw fish while fishing by 1%"
"T1_RUNE_FISH_SPEED_2STAR","T1 Fishing Rune of Auto-Cooking (2 Star)","1","2","Rare","Fishing","Auto-Cooking","1.66","Chance to automatically cook raw fish while fishing by 1.66%"
"T1_RUNE_FISH_SPEED_3STAR","T1 Fishing Rune of Auto-Cooking (3 Star)","1","3","Legendary","Fishing","Auto-Cooking","2.31","Chance to automatically cook raw fish while fishing by 2.31%"
"T2_RUNE_FISH_SPEED_1STAR","T2 Fishing Rune of Auto-Cooking (1 Star)","2","1","Common","Fishing","Auto-Cooking","2.97","Chance to automatically cook raw fish while fishing by 2.97%"
"T2_RUNE_FISH_SPEED_2STAR","T2 Fishing Rune of Auto-Cooking (2 Star)","2","2","Rare","Fishing","Auto-Cooking","3.62","Chance to automatically cook raw fish while fishing by 3.62%"
"T2_RUNE_FISH_SPEED_3STAR","T2 Fishing Rune of Auto-Cooking (3 Star)","2","3","Legendary","Fishing","Auto-Cooking","4.28","Chance to automatically cook raw fish while fishing by 4.28%"
"T3_RUNE_FISH_SPEED_1STAR","T3 Fishing Rune of Auto-Cooking (1 Star)","3","1","Common","Fishing","Auto-Cooking","4.93","Chance to automatically cook raw fish while fishing by 4.93%"
"T3_RUNE_FISH_SPEED_2STAR","T3 Fishing Rune of Auto-Cooking (2 Star)","3","2","Rare","Fishing","Auto-Cooking","5.59","Chance to automatically cook raw fish while fishing by 5.59%"
"T3_RUNE_FISH_SPEED_3STAR","T3 Fishing Rune of Auto-Cooking (3 Star)","3","3","Legendary","Fishing","Auto-Cooking","6.24","Chance to automatically cook raw fish while fishing by 6.24%"
"T4_RUNE_FISH_SPEED_1STAR","T4 Fishing Rune of Auto-Cooking (1 Star)","4","1","Common","Fishing","Auto-Cooking","6.9","Chance to automatically cook raw fish while fishing by 6.9%"
"T4_RUNE_FISH_SPEED_2STAR","T4 Fishing Rune of Auto-Cooking (2 Star)","4","2","Rare","Fishing","Auto-Cooking","7.55","Chance to automatically cook raw fish while fishing by 7.55%"
"T4_RUNE_FISH_SPEED_3STAR","T4 Fishing Rune of Auto-Cooking (3 Star)","4","3","Legendary","Fishing","Auto-Cooking","8.21","Chance to automatically cook raw fish while fishing by 8.21%"
"T5_RUNE_FISH_SPEED_1STAR","T5 Fishing Rune of Auto-Cooking (1 Star)","5","1","Common","Fishing","Auto-Cooking","8.86","Chance to automatically cook raw fish while fishing by 8.86%"
"T5_RUNE_FISH_SPEED_2STAR","T5 Fishing Rune of Auto-Cooking (2 Star)","5","2","Rare","Fishing","Auto-Cooking","9.52","Chance to automatically cook raw fish while fishing by 9.52%"
"T5_RUNE_FISH_SPEED_3STAR","T5 Fishing Rune of Auto-Cooking (3 Star)","5","3","Legendary","Fishing","Auto-Cooking","10.17","Chance to automatically cook raw fish while fishing by 10.17%"
"T6_RUNE_FISH_SPEED_1STAR","T6 Fishing Rune of Auto-Cooking (1 Star)","6","1","Common","Fishing","Auto-Cooking","10.83","Chance to automatically cook raw fish while fishing by 10.83%"
"T6_RUNE_FISH_SPEED_2STAR","T6 Fishing Rune of Auto-Cooking (2 Star)","6","2","Rare","Fishing","Auto-Cooking","11.48","Chance to automatically cook raw fish while fishing by 11.48%"
"T6_RUNE_FISH_SPEED_3STAR","T6 Fishing Rune of Auto-Cooking (3 Star)","6","3","Legendary","Fishing","Auto-Cooking","12.14","Chance to automatically cook raw fish while fishing by 12.14%"
"T7_RUNE_FISH_SPEED_1STAR","T7 Fishing Rune of Auto-Cooking (1 Star)","7","1","Common","Fishing","Auto-Cooking","12.79","Chance to automatically cook raw fish while fishing by 12.79%"
"T7_RUNE_FISH_SPEED_2STAR","T7 Fishing Rune of Auto-Cooking (2 Star)","7","2","Rare","Fishing","Auto-Cooking","13.45","Chance to automatically cook raw fish while fishing by 13.45%"
"T7_RUNE_FISH_SPEED_3STAR","T7 Fishing Rune of Auto-Cooking (3 Star)","7","3","Legendary","Fishing","Auto-Cooking","14.1","Chance to automatically cook raw fish while fishing by 14.1%"
"T8_RUNE_FISH_SPEED_1STAR","T8 Fishing Rune of Auto-Cooking (1 Star)","8","1","Common","Fishing","Auto-Cooking","14.76","Chance to automatically cook raw fish while fishing by 14.76%"
"T8_RUNE_FISH_SPEED_2STAR","T8 Fishing Rune of Auto-Cooking (2 Star)","8","2","Rare","Fishing","Auto-Cooking","15.41","Chance to automatically cook raw fish while fishing by 15.41%"
"T8_RUNE_FISH_SPEED_3STAR","T8 Fishing Rune of Auto-Cooking (3 Star)","8","3","Legendary","Fishing","Auto-Cooking","16.07","Chance to automatically cook raw fish while fishing by 16.07%"
"T9_RUNE_FISH_SPEED_1STAR","T9 Fishing Rune of Auto-Cooking (1 Star)","9","1","Common","Fishing","Auto-Cooking","16.72","Chance to automatically cook raw fish while fishing by 16.72%"
"T9_RUNE_FISH_SPEED_2STAR","T9 Fishing Rune of Auto-Cooking (2 Star)","9","2","Rare","Fishing","Auto-Cooking","17.38","Chance to automatically cook raw fish while fishing by 17.38%"
"T9_RUNE_FISH_SPEED_3STAR","T9 Fishing Rune of Auto-Cooking (3 Star)","9","3","Legendary","Fishing","Auto-Cooking","18.03","Chance to automatically cook raw fish while fishing by 18.03%"
"T10_RUNE_FISH_SPEED_1STAR","T10 Fishing Rune of Auto-Cooking (1 Star)","10","1","Common","Fishing","Auto-Cooking","18.69","Chance to automatically cook raw fish while fishing by 18.69%"
"T10_RUNE_FISH_SPEED_2STAR","T10 Fishing Rune of Auto-Cooking (2 Star)","10","2","Rare","Fishing","Auto-Cooking","19.34","Chance to automatically cook raw fish while fishing by 19.34%"
"T10_RUNE_FISH_SPEED_3STAR","T10 Fishing Rune of Auto-Cooking (3 Star)","10","3","Legendary","Fishing","Auto-Cooking","20","Chance to automatically cook raw fish while fishing by 20%"
"T1_RUNE_METAL_XP_1STAR","T1 Metal Rune of XP (1 Star)","1","1","Common","Metal","XP","1","Increases Metal XP by 1%"
"T1_RUNE_METAL_XP_2STAR","T1 Metal Rune of XP (2 Star)","1","2","Rare","Metal","XP","1.66","Increases Metal XP by 1.66%"
"T1_RUNE_METAL_XP_3STAR","T1 Metal Rune of XP (3 Star)","1","3","Legendary","Metal","XP","2.31","Increases Metal XP by 2.31%"
"T2_RUNE_METAL_XP_1STAR","T2 Metal Rune of XP (1 Star)","2","1","Common","Metal","XP","2.97","Increases Metal XP by 2.97%"
"T2_RUNE_METAL_XP_2STAR","T2 Metal Rune of XP (2 Star)","2","2","Rare","Metal","XP","3.62","Increases Metal XP by 3.62%"
"T2_RUNE_METAL_XP_3STAR","T2 Metal Rune of XP (3 Star)","2","3","Legendary","Metal","XP","4.28","Increases Metal XP by 4.28%"
"T3_RUNE_METAL_XP_1STAR","T3 Metal Rune of XP (1 Star)","3","1","Common","Metal","XP","4.93","Increases Metal XP by 4.93%"
"T3_RUNE_METAL_XP_2STAR","T3 Metal Rune of XP (2 Star)","3","2","Rare","Metal","XP","5.59","Increases Metal XP by 5.59%"
"T3_RUNE_METAL_XP_3STAR","T3 Metal Rune of XP (3 Star)","3","3","Legendary","Metal","XP","6.24","Increases Metal XP by 6.24%"
"T4_RUNE_METAL_XP_1STAR","T4 Metal Rune of XP (1 Star)","4","1","Common","Metal","XP","6.9","Increases Metal XP by 6.9%"
"T4_RUNE_METAL_XP_2STAR","T4 Metal Rune of XP (2 Star)","4","2","Rare","Metal","XP","7.55","Increases Metal XP by 7.55%"
"T4_RUNE_METAL_XP_3STAR","T4 Metal Rune of XP (3 Star)","4","3","Legendary","Metal","XP","8.21","Increases Metal XP by 8.21%"
"T5_RUNE_METAL_XP_1STAR","T5 Metal Rune of XP (1 Star)","5","1","Common","Metal","XP","8.86","Increases Metal XP by 8.86%"
